Unnamed: 0	article_id	article_auteur	article_détail	article_titre	revue_annee	revue_numero	article_page	Unnamed: 8
16.0	AHMC-32-78			II. Notes documentaires. L'état actuel de la vaccination contre la fièvre jaune	1934	32	78	
17.0	AHMC-32-84			II. Notes documentaires. La vaccination par le BCG aux colonies	1934	32	84	
18.0	AHMC-32-87	Ferré		II. Notes documentaires. Le Tsembal plante galactogène des foulbés.	1934	32	87	
19.0	AHMC-32-91		Congrès sur la protection de l’Enfance	II. Notes documentaires. Géographie médicale. Mutilations génitales pratiquées dans certaines tribus des Indes néerlandaises	1934	32	91	
20.0	AHMC-32-96			II. Notes documentaires. Plan de recherches sur le paludisme par la Commission du Paludisme de la Société des Nations 	1934	32	96	
33.0	AHMC-32-153	Grosfillez	I. — Maladies pestilentielles. II. — Maladies endémo-épidémiques III. — Maladies cosmopolites IV. — Maladies sociales. Maladies vénériennes	I. Chronique documentaire. Les principales maladies observées dans les colonies françaises et territoires sous mandat en 1932.	1934	32	153	
39.0	AHMC-32-268	P. Rodes		I. Chronique documentaire. Contribution à l'étude des mammifères vecteurs de la peste. Détermination de quelques espèces.	1934	32	268	
40.0	AHMC-32-272			Note succincte sur les tumeurs malignes observées dans les colonies françaises en 1932	1934	32	272	
43.0	AHMC-32-285	G. Girard ; J. Robic 		I. Travaux originaux. Vaccination contre la peste au moyen d'une souche de bacilles de Yersin vivants, de virulence atténuée.	1934	32	285	
44.0	AHMC-32-293	J.-P. Léger		I. Travaux originaux. Une saison de peste en brousse malgache.	1934	32	293	
51.0	AHMC-32-309	H.-M. Monier ; R. Guy, Médecin ; Ros 		I. Travaux originaux. Renseignements sur le paludisme recueillis dans les régions de Luang-Prabang et Paklay, au Laos.	1934	32	309	
54.0	AHMC-32-328	V. Labernadie		I. Travaux originaux. Essais de traitement de lépreux par des injections intraveineuses d'huile de chaulmoogra.	1934	32	328	
55.0	AHMC-32-338	Bertrand		I. Travaux originaux. Les maladies des yeux en pays Cabrais (Nord-Togo).	1934	32	338	
56.0	AHMC-32-350	Cartron		I. Travaux originaux. Étude démographique comparée des pays Bamilléké et Bamoum (Caméroun).	1934	32	350	
57.0	AHMC-32-364	Gaulène		II. Notes documentaires. L'étiologie des maladies et l'influence des sorciers chez les pahouins.	1934	32	364	
58.0	AHMC-32-370	Guichard		Contribution à l'étude générale des terres de surface du Caméroun.	1934	32	370	
59.0	AHMC-32-379	Dantec		II. Notes documentaires. Nouvelle réaction de l'antipyrine, son application à sa recherche et son dosage dans le pyramidon.	1934	32	379	
60.0	AHMC-32-382	Dantec		II. Notes documentaires. Note au sujet de la solution de xanthydrol dans l'alcool méthylique pour le dosage de l'urée.	1934	32	382	
61.0	AHMC-32-384	Dantec ;Giboin		Étude de stabilité du carburant national à la colonie.	1934	32	384	
78.0	AHMC-32-441	Advier	Le virus amaril neurotrope de la souris blanche- Recherches faites à l'institut Pasteur de Dakar avec le virus amaril de la souris blanche-Étude critique du virus amaril de la souris blanche.- Transmission au macacus rhesus de l'infection amarile humaine	I. Travaux originaux. Étude expérimentale de la fièvre jaune(1).	1934	32	441	
82.0	AHMC-32-472	G. Saleun ; H. Monier	Méthode de coloration de Césaris-Demel- Méthode d'enrichissement. Méthodes recommandées pour la coloration des frottis de sang-Réactions précipitantes. Méthode de conservation des moustiques infectés-Méthode rapide de Barber pour l'examen des glandes salivaires. Fixation et montage d'estomac ou de glandes salivaires des moustiques. Contrôle de la distribution du vert de Paris. Contrôle de la distribution du vert de Paris. Réaction granulo-filamenteuse.Évolution du sporozoïte. Sur la présence d'anticorps dans le paludisme. Expériences récentes de Neuman. Stérilisation des gamètes par la plasmoquine 	I. Travaux originaux. Renseignements et techniques particulières recueillis à l'école italienne de malariologie.	1934	32	472	
93.0	AHMC-32-493	V. Dufour;N. Gourry 		I. Travaux originaux. Les troubles de suralimentation du nourrisson indigène en A.O.F. Étude clinique et chimique des laits maternels indigènes.	1934	32	493	
97.0	AHMC-32-546	Rédaction des Annales		II. Chronique documentaire. Notions pratiques sur les succédanés de la quinine dans le traitement du paludisme	1934	32	546	
98.0	AHMC-32-552	M.-E Farinaud 		II. Chronique documentaire. Les possibilités de l'atébrine en prophylaxie collective(1).	1934	32	552	
99.0	AHMC-32-559	Grall		II. Chronique documentaire. La protection de l'enfance à Bambari (A. É. F.).	1934	32	559	
100.0	AHMC-32-564	Laouilheau		II. Chronique documentaire. Vaccination antituberculeuse par le B.C.G. dans la circonscription du chemin de fer en Afrique équatoriale française.	1934	32	564	
101.0	AHMC-32-567	Jolly ;Ouary ;Machelidon		II. Chronique documentaire. Néphrite hydropigène. Décapsulation du rein gauche. Guérison.	1934	32	567	
102.0	AHMC-32-572	Gaignaire		II. Chronique documentaire. Confusion mentale. Mélancolie anxieuse et mélancolie délirante curable d'origine paludéenne.	1934	32	572	
103.0	AHMC-32-574	Lafleur		II. Chronique documentaire. Contribution à l'étude des croyances des indigènes de la Haute Sangha au sujet du pian.	1934	32	574	
104.0	AHMC-32-579	Lafleur		II. Chronique documentaire. Étude sommaire d'un fruit de brousse, le «Bellé».	1934	32	579	
105.0	AHMC-32-581	Ochotine		L'art médical indigène au Congo français.	1934	32	581	
0.0	AHMC-33-5	Cartron	Lèpre-Traitements et résultats-Résultats. Conclusions	I. Mémoires originaux. Étude sur la lèpre, dans la circonscription de Dschang (Cameroun). Bamoums et Bamillékés.	1935	33	5	
5.0	AHMC-33-24	Aubin		I. Mémoires originaux. Conceptions nosologiques actuelles en psychiatrie.	1935	33	24	
6.0	AHMC-33-34	E. Monnier	Le fromage frais de soja. La sauce de soja. La crème de soja.Bibliographie	I. Mémoires originaux. Les préparations à base de graines de soja, dans l'alimentation des annamites.	1935	33	34	
11.0	AHMC-33-57	Bellocq		I. Mémoires originaux. Cuti-réactions à la tuberculine, et prémunition par le B. C. G. des tirailleurs de la garnison de Brazzaville.	1935	33	57	
12.0	AHMC-33-64	Lefèvre	Compte rendu des rapports et communications	II. Chronique documentaire. Congrès de la colibacillose.	1935	33	64	
14.0	AHMC-33-90	Blanchard	Historique.Recrutement des élèves. Fonctionnement de l'École. Les résultats 	II. Chronique documentaire. L'école de médecine de l'Afrique Occidentale française de sa fondation à l'année 1934.	1935	33	90	
18.0	AHMC-33-112	Labernadie		II. Chronique documentaire. Rapport sur le fonctionnement de l'école de médecine de Pondichéry pendant l'année scolaire 1932-1933.	1935	33	112	
19.0	AHMC-33-121	Ledentu		II. Chronique documentaire. Rapport sur le fonctionnement du centre d'instruction d'Ayos (Cameroun).	1935	33	121	
20.0	AHMC-33-126	Martial		II. Chronique documentaire. Épidémie de variole dans la province de Lang-Son (Tonkin) en 1934.	1935	33	126	
21.0	AHMC-33-136	E. Farinaud		II. Chronique documentaire. L'emploi de l'atébrine dans la prophylaxie collective du paludisme dans les exploitations agricoles.	1935	33	136	
22.0	AHMC-33-140	G. Grall		II. Chronique documentaire. Note sur la microfilariose loa. Ses symptômes et son traitement.	1935	33	140	
22.0	AHMC-33-140	G. Grall		II. Chronique documentaire.  L'action thérapeutique du Service de la trypanosomiase en A.O.F. jugée par les Bandas de l'Oubangui-Chari : le «ballet de la maladie du sommeil»	1935	33	140	
24.0	AHMC-33-146	Pujo		Notes sur la soif en région désertique.	1935	33	146	
25.0	AHMC-33-154	Gouin		Placenta proevia central et césarienne basse.	1935	33	154	
26.0	AHMC-33-160	Retière ; Borrey 		Les injections intra-veineuses d'alcool, en thérapeutique journalière.	1935	33	160	
27.0	AHMC-33-168	Borrey		Anesthésies au numal et à l'évipan sodique et rachianesthésie à la cocaïne.	1935	33	168	
28.0	AHMC-33-176	Borrey		Essais d'un traitement antisyphilitique standard arseno-mercuriel avec pyrétothérapie associée.	1935	33	176	
52.0	AHMC-33-241	C. Baril		I. Mémoires originaux. Une page d'histoire médicale. Rapport médical sur l'expédition militaire du Logo et l'épidémie de fièvre jaune qui la termina.	1935	33	241	Copié par Louis Gentil à partir d’un manuscrit de 1878 retrouve au Ministère des Colonies. Le Logo est le territoire compris entre Médine et Bafoulabé
57.0	AHMC-33-301	J.-E. Martial 		I. Mémoires originaux. La quinacrine dans la tierce maligne.	1935	33	301	
58.0	AHMC-33-325	H. Floch	1° Généralités. — Climatologie. 2° Population.3° Nuptialité. 4° Natalité.5° Mortinatalité. 6° Mortalité Infantile.7° Mortalité générale. 8° Causes de la mortalité générale .9° Conclusions	I. Mémoires originaux. Cinq années de démographie au Moule (Guadeloupe).	1935	33	325	
67.0	AHMC-33-347	Lemasson	Introduction	I. Mémoires originaux. Une page d'histoire médicale. Étude générale sur l'éducation physique, son rendement dans l'armée.	1935	33	347	
75.0	AHMC-33-363	Cavalade		I. Mémoires originaux. Géographie médicale. Rapport sur une tournée effectuée dans la région de Niamey (Niger) par le groupe mobile d'hygiène en juin-juillet 1933.	1935	33	363	
82.0	AHMC-33-385	Hermant	Extrait du rapport annuel pour l'année 1932	II. Chronique documentaire. Protection sanitaire des travailleurs en Indochine.	1935	33	385	
87.0	AHMC-33-407	Lalung-Bonnaire	Extrait d'un rapport de 1933	II. Chronique documentaire. Les conceptions indigènes de la tuberculose en Indochine	1935	33	407	
88.0	AHMC-33-420	Vivie		II. Chronique documentaire. Une année démographique à Madagascar.	1935	33	420	
89.0	AHMC-33-429	Louis Lapayre		II. Chronique documentaire. Le climat de Djibouti.	1935	33	429	
90.0	AHMC-33-436			II. Chronique documentaire. Résultats des recherches concernant le test de protection contre la fièvre jaune dans les colonies françaises d'Afrique	1935	33	436	
91.0	AHMC-33-446	Houphouet;Bablet		Deux observations de fièvre jaune chez des indigènes de la région de Toumodi (Côte d'Ivoire)	1935	33	446	
92.0	AHMC-33-448	Georges Grall		Note sur le bakandjia ou fièvre rouge congolaise.	1935	33	448	
93.0	AHMC-33-451	Maurice Philaire		Quelques cas d'hépatites suppurées observés à la Guadeloupe.	1935	33	451	
94.0	AHMC-33-455	F. Borrey		Deux observations d'arthrodèse par greffon tibial (voie antérieure) pour coxalgie en évolution.	1935	33	455	
115.0	AHMC-33-501	Sorel	Le paludisme et les troupes dans les principales garnisons du Haut-Tonkin. Le paludisme et les troupes dans une des garnisons du Delta Tonkinois	I. Travaux originaux. Étude sur le paludisme dans les milieux militaires du Tonkin.	1935	33	501	
117.0	AHMC-33-526	A. Seyberlich		I. Travaux originaux. Que doit-on attendre de la réaction de Vernes resorcine pour le dépistage de la tuberculose au moment de l'incorporation des contingents malgaches.	1935	33	526	
118.0	AHMC-33-532	Louis Déjou		Aperçu sur la pathologie chirurgicale de la Guadeloupe.	1935	33	532	
119.0	AHMC-33-552	G. Ledentu	I. Maladies pestilentielles.-7 II. Maladies endémo-épidémiques -III. Maladies transmissibles communes à la Métropole et aux Colonies-IV. Maladies sociales 	I. Travaux originaux. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1933.	1935	33	552	
126.0	AHMC-33-817	H. Aubin		II. Chronique documentaire. La ponction sous-occipitale. Procédé de choix pour le prélèvement du L.C.R.	1935	33	817	
127.0	AHMC-33-822	Grosperrin		Quelques coutumes Éwé (territoire du Togo) en matière d'accouchement.	1935	33	822	
128.0	AHMC-33-830	J. Lancepleine;P. de Souza 		II. Chronique documentaire. Utilisation du beurre de karité et de l'huile du palme en pharmacie galénique.	1935	33	830	
129.0	AHMC-33-836	Pierre Dantec		Note de laboratoire sur l'emploi des bouchons de palétuvier.	1935	33	836	
130.0	AHMC-33-838	Talec		Sur un nouveau cas de sodoku à Pondichéry.	1935	33	838	
136.0	AHMC-33-857	Sorel	La création d'une commission et son oeuvre- L'action particulière des pouvoirs militaires. Création d'un dispensaire de Vernes-	I. Mémoires originaux. La lutte contre les maladies vénériennes au Tonkin et principalement à Hanoï-Haïphong.	1935	33	857	
138.0	AHMC-33-898	G. Girard	1° Organisation de la campagne de vaccination.2° Surveillance sanitaire du district. Vérification des décès et dépistage de la peste. 3° Données statistiques.4° Discussion. Critique de l'expérience et de ses résultats. 5° Considérations sur les insuccès et l'enseignement qu'ils comportent	Résultats de la campagne de vaccination antipesteuse, par germes vivants, effectuée à Madagascar (8 octobre 1934-10 mai 1935).	1935	33	898	
145.0	AHMC-33-919	M.-E. Farinaud 		I. Mémoires originaux. La lutte contre le paludisme dans les colonies françaises.	1935	33	919	
149.0	AHMC-33-969	Peltier		Éducation hygiénique des populations indigènes. Propagande en faveur de l'hygiène sociale.	1935	33	969	
150.0	AHMC-33-976	V. Huot		«Barnavaux» d'hier et d'aujourd'hui. Étude médico-psychologique du soldat colonial de métier. Conférence de garnison faite aux officiers de l'armée active et de complément de la place de Tananarive.	1935	33	976	
151.0	AHMC-33-998	E. Massal	Archipel des Gambier- Archipel des Tuamotu rattachées aux Gambier- Ile Reao- Ile Puka-Ruha- Ile de Tatakoto- Ile de Nukutavake- Ile de Tureia	I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.	1935	33	998	
160.0	AHMC-33-1023	E. Massal		La lèpre dans les îles Tuamotou rattachées aux Gambier (îles Reao et Puka-Ruha).	1935	33	1023	
161.0	AHMC-33-1038	F. Guichard		La réaction de Schardinger sur les laits de Cochinchine.	1935	33	1038	
162.0	AHMC-33-1051	P. Dantec		I. Mémoires originaux. Les laits, beurres, crèmes et fromages du Cameroun.	1935	33	1051	
163.0	AHMC-33-1056	P. Passa		II. Chronique documentaire. Maternités et protection de l'enfance au Sénégal, en 1934.	1935	33	1056	
164.0	AHMC-33-1063	V. Labernadie		II. Chronique documentaire. Compte rendu du IIIe Congrès international d'aviation sanitaire (Bruxelles, 10-15 juin 1935).	1935	33	1063	
165.0	AHMC-33-1075	A. Le Bihan		Un cas de rage humaine dans l'Oubangui.	1935	33	1075	
166.0	AHMC-33-1080	G. Nicolle		II. Chronique documentaire. Un cas de fécondité quadri-gémellaire chez une femme de race pygmée.	1935	33	1080	
0.0	AHMC-34-5	V. L. Huot	I. Historique. II. Fréquence des troubles mentaux dans la population indigène de Madagascar. III. Répartition par affections mentales des sujets observés à l'asile pendant les années 1933 et 1934. IV. Considérations étiologiques	I. Mémoires originaux. L'aliénation mentale à Madagascar.	1936	34	5	
4.0	AHMC-34-39	Sorel	I. Répartition géographique de la diphtérie dans les colonies françaises. II. Considérations générales	I. Mémoires originaux. La diphtérie et la prophylaxie antidiphtérique dans les colonies françaises	1936	34	39	Note présentée par M.Sorel, délégué de l’AOF à l’OIHP=> ≠ participation directe ! 
9.0	AHMC-34-59	Alain ;Cavalade ;Ginieys ;Rougé		I. Mémoires originaux. Rapport sur le voyage d'études malariologiques effectué en Italie sous les auspices de la S. D. N.	1936	34	59	
10.0	AHMC-34-74	Decay		Le salicylate de bismuth dans le traitement de la syphilis.	1936	34	74	
11.0	AHMC-34-86	E. Monnier		I. Mémoires originaux. Note sur la fermentescibilité du lait de soja.	1936	34	86	
12.0	AHMC-34-89			II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934	1936	34	89	
20.0	AHMC-34-134	Capéran		II. Chronique documentaire. Au sujet d'un cas de mort subite par anévrysme partiel du coeur observé en 1932.	1936	34	134	
21.0	AHMC-34-137	Nouaille-Degorce		Note sur le poste maître de la délégation de Dak Dam (Annam).	1936	34	137	
35.0	AHMC-34-177	Noël Bernard	Les résultats des mesures prophylactiques contre les grandes pandémies mondiales	I. Mémoires originaux. Le choléra dans les colonies françaises.	1936	34	177	
42.0	AHMC-34-215	Peltier		I. Mémoires originaux. Les fièvres de nature indéterminée dans les colonies françaises.	1936	34	215	
48.0	AHMC-34-235	G. Girard		La peste à Madagascar. Récentes acquisitions tirées des recherches effectuées au cours des trois dernières années. Note présentée à la deuxième conférence sanitaire panafricaine.	1936	34	235	
49.0	AHMC-34-242	G. Saleun ;J. Ceccaldi ;R. Courbil 		I. Mémoires originaux. Enquête sur la lymphogranulomatose subaiguë dans les colonies françaises. I. La lymphogranulomatose bénigne à Brazzaville.	1936	34	242	
53.0	AHMC-34-257	Advier		Enquête sur la lymphogranulomatose subaiguë à la Guadeloupe.	1936	34	257	
54.0	AHMC-34-262	Montestruc ;Bertrand		I. Mémoires originaux. Maladie de Nicolas et Favre et bubon climatique à la Martinique.	1936	34	262	
55.0	AHMC-34-269	Cousin		I. Mémoires originaux. Sur la recherche de l'acétone dans le soluté officinal de formaldéhyde.	1936	34	269	
56.0	AHMC-34-275	Rivoalen		Étude sur le lait de la région de Majunga.	1936	34	275	
57.0	AHMC-34-280	Jacquier	Classification des aliments. Alimentation des enfants. Alimentation actuelle de l'indigène. Conclusions	I. Mémoires originaux. Étude de l'alimentation des indigènes aux établissements français de l'Océanie.	1936	34	280	
62.0	AHMC-34-296	G. Girard		II. Chronique documentaire. La seconde conférence sanitaire pan africaine (Johannesburg, 20-30 novembre 1935).	1936	34	296	
70.0	AHMC-34-315	Gastaud ;Cousin ; Pluchon	Dosage d'un mélange de sulfures, sulfites et hyposulfites.Dosage d'un mélange d'hypophosfite, de phosphate et d'arseniate.Dosage d'un mélange de chlorure, cyanure et sulfocyanure. Dosage de cyanure de mercure, d'iodure de potassium et de sulfate de soude.Dosage d'un mélange d'iodate, de chlorure et de sulfate. Dosage d'un mélange de chlorure de sodium, permanganate et bichromate de potassium.Dosage d'un mélange de sulfate de manganèse et de chlorure chromique.Dosage d'un mélange de sulfate de zinc, de sulfate ferroso-ammonique et de.Dosage d'un mélange d'émétique, d'iodure de potassium, d'arsenate disodique et de tartrate de potassium et sodium chlorure de nickel. Dosage d'un mélange de chlorure de sodium (ou d'ammonium), d'acétate et de nitrate de sodium. Dosage d'un mélange de nitrate de bismuth et d'acétate de plomb. Dosage d'un mélange de chlorures de calcium et de baryum. Dosage d'un mélange de sulfate de manganèse et ferrico-ammonique. Dosage d'un mélange d'acétate de plomb et de cuivre. Dosage d'un mélange de sulfate de cuivre, ferrico-ammonique et d'alun de potassium.  Dosage d'un mélange de cyanure et de bichlorure de mercure. Dosage d'un mélange de salicylate et de benzoate de sodium. Dosage d'un mélange de salicylate de soude, de sulfate et de chromate de potassium.  Dosage d'un mélange de formiate et d'acétate de sodium. Dosage d'un mélange de chlorure, ferrocyanure et ferricyanure. Dosage d'un mélange de cyanure, ferrocyanure et ferricyanure.	II. Chronique documentaire. Analyse quantitative de mélanges salins. Notes de laboratoire.	1936	34	315	
91.0	AHMC-34-352	Moulinard	Bilharziose intestinale. Bilharziose vésicale	II. Chronique documentaire. Traitement de la bilharziose par l'anthiomaline. Résultats comparés à ceux obtenus avec l'émétine et l'émétique.	1936	34	352	
94.0	AHMC-34-372	Pierre Richet		II. Chronique documentaire. Auto-observation d'un cas de bilharziose vésicale et de son traitement par différents composés stibies.	1936	34	372	
95.0	AHMC-34-384	Farges		II. Chronique documentaire. Sur quelques foyers de bilharzioses en Côte d'Ivoire.	1936	34	384	
96.0	AHMC-34-387	A. Branche	I. De quelques substances d'usage universel. II. De quelques moyens physiques de thérapeutique.III. Du traitement de quelques maladies. IV. Grossesse et accouchement	Superstitions et pratiques de médecine indigènes au Kanem (Tchad).	1936	34	387	
101.0	AHMC-34-405	Delage		Considération sur 18 cas de tétanos.	1936	34	405	
102.0	AHMC-34-411	Peuduvallon ;Perro		Sur un cas de sciatique droite provoquée par une myosite du muscle iliaque.	1936	34	411	
106.0	AHMC-34-433	Le Huludut	— Considérations générales- Poussée épidémique actuelle-Remarques et comparaisons épidémiologiques-Prévisions. — Propositions	I. Mémoires originaux. La variole à Chandernagor en 1935-1936.	1936	34	433	
111.0	AHMC-34-460	Talec ; Montglond 		I. Mémoires originaux. De l'influence de l'acidité de l'huile d'hydnocarpus wigthiana dans le traitement de la lèpre.	1936	34	460	
112.0	AHMC-34-471	P. Dantec		Une réaction de la yohimbine.	1936	34	471	
113.0	AHMC-34-474	G. Ledentu ; Peltier 		II. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1934.	1936	34	474	
118.0	AHMC-34-749			Recherches sur la réceptivité des indigènes à la diphtérie	1936	34	749	
119.0	AHMC-34-751	F. Guichard		La rotenone. Essai thérapeutique-toxicite.	1936	34	751	
120.0	AHMC-34-755	F. Guichard		II. Chronique documentaire. Note sur le gleditschia australis hems.	1936	34	755	
121.0	AHMC-34-756	F. Guichard ; Nguyen Kim Kinh 		Dosage des chlorures dans les laits du Tonkin.	1936	34	756	
122.0	AHMC-34-759	Cousin		II. Chronique documentaire. Note de laboratoire sur l'analyse des vins secs.	1936	34	759	
123.0	AHMC-34-762	Fagon		Note de laboratoire sur le dosage de l'acidité volatile des vins.	1936	34	762	
124.0	AHMC-34-767	P. Dantec		Un cas d'intoxication par la yohimbine.	1936	34	767	
129.0	AHMC-34-793	P. Huard;J. Meyer May 		I. Mémoires originaux. L'infection staphylococcique aux colonies (formes cliniques — traitement).	1936	34	793	
135.0	AHMC-34-939	E.-L. Peyre		I. Mémoires originaux. Le suicide et ses aspects dans les troupes coloniales.	1936	34	939	
139.0	AHMC-34-966	Millous	1° Thérapeutique appliquée en Équipe  2° Traitement hospitalier 	Le traitement de la maladie du sommeil au Cameroun.	1936	34	966	
141.0	AHMC-34-995	P. Chesneau ; Nguyen Huy Soan 	I. Le service de l'enseignement comprend dans la province de Thanh-Hoa. II. But poursuivi	II. Chronique documentaire. L'inspection médicale des écoles d'une province du Nord-Annam.	1936	34	995	
144.0	AHMC-34-1016	P. Chesneau ; Nguyen Huy Soan 		I. Chronique documentaire. Cuti-réaction à la tuberculine en milieu scolaire dans deux provinces du nord et du sud Annam.	1936	34	1016	
145.0	AHMC-34-1022		Institut Pasteur de Hanoi et Médecins-chefs desgarnisons et postes de Tonkin	La cuti-réaction à la tuberculine chez les jeunes recrues indochinoises incorporées au Tonkin en 1936	1936	34	1022	
146.0	AHMC-34-1027	F. Borrey. I	Rites et symboles autour de la naissance- Rites et symboles autour des maladies et de la mort des nourrissons et des enfants	Rites et symboles en delta du Sikiang.	1936	34	1027	
148.0	AHMC-34-1050	Cousin		II. Chronique documentaire. Notes de laboratoire sur la recherche et le dosage de l'huile d'arachide dans l'huile d'olive en présence d'insaponifiable.	1936	34	1050	
149.0	AHMC-34-1056	Cousin		II. Chronique documentaire.Appareil simple pour la préparation de la teinture d'iode.	1936	34	1056	
150.0	AHMC-34-1059	Fagon		II. Chronique documentaire. Note sur l'acidité volatile des vinaigres.	1936	34	1059	
0.0	AHMC-35-5	Cartron	I. Répartition du pian dans les colonies françaises / II. Considérations étiologiques (Causes favorisantes)/III. Considérations cliniques / IV. Considérations sérologiques/ V. Considérations thérapeutiques et prophylactiques	I. Mémoires originaux. Le pian et sa répartition dans les colonies françaises. Considérations étiologiques, cliniques, sérologiques, thérapeutiques et prophylactiques.	1937	35	5	
6.0	AHMC-35-74	G. J. Stefanopoulo 		I. Mémoires originaux. Résultats fournis par l'application du test de séroprotection contre la fièvre jaune, sur les indigènes de l'Afrique Équatoriale française (Juillet 1935-Janvier 1936).	1937	35	74	
7.0	AHMC-35-87	V. Dufour 	Procédés analytiques / Résultats analytiques	Étude des laits consommés à Dakar	1937	35	87	
11.0	AHMC-35-136	Guibert		Expériences de transmission de trypanosoma gambiense de cobaye contaminé à cobaye sain par l'intermédiaire de stegomyia fasciata.	1937	35	136	
12.0	AHMC-35-144	Sorel		II. Chronique documentaire. La méningite cérébro-spinale dans les colonies françaises d'Afrique.	1937	35	144	
13.0	AHMC-35-157	P. Huard	— Climat-II. Pathologie humaine-III. Pathologie vétérinaire	II. Chronique documentaire. Le climat et la pathologie de l'Afrique Orientale italienne.	1937	35	157	
16.0	AHMC-35-181	Castellani		II. Chronique documentaire. Note sur l'organisation médicale et l'état sanitaire des troupes italiennes durant la guerre éthiopienne.	1937	35	181	
17.0	AHMC-35-186	Le Huludut ; Ittiacondy 		II. Chronique documentaire. Contribution à l'étude des encéphalites aiguës. À propos d'un cas d'encéphalite variolique.	1937	35	186	
18.0	AHMC-35-196	Farges		II. Chronique documentaire. Essais et résultats de diverses posologies dans le traitement des bilharzioses par l'anthiomaline à la Côte d'Ivoire.	1937	35	196	
23.0	AHMC-35-211	J. Marchat ;G. Couzi 		II. Chronique documentaire. La bilharziose vésicale au 12e régiment de tirailleurs sénégalais. Stérilisation par l'anthiomaline.	1937	35	211	
24.0	AHMC-35-224	Heckenroth		II. Chronique documentaire. L'aviation sanitaire à Madagascar.	1937	35	224	
25.0	AHMC-35-227	Tournier		II. Chronique documentaire. Les moustiques à la Guyane.	1937	35	227	
26.0	AHMC-35-229	Dussaud		II. Chronique documentaire. Note sur les tribus «babingas» du Bas-Oubangui.	1937	35	229	
27.0	AHMC-35-233	Franck Guichard ;Nguyen Kim Kinh		Contribution à l'étude toxicologique de l'opium.	1937	35	233	
28.0	AHMC-35-238	Joyeux ; Guichard ;Poilane		L'hymenodictyon excelsum velutinum du Tonkin.	1937	35	238	
29.0	AHMC-35-249	Guichard		II. Chronique documentaire. Contribution à l'étude des canneliers du Tonkin.	1937	35	249	
30.0	AHMC-35-252	E. Cousin ;P. Creac'h 		II. Chronique documentaire. Action des rayons X et des rayons ultra-violets sur la lipase de la graine de ricin.	1937	35	252	
32.0	AHMC-35-265	E. Monnier		Note sur le «banh-duc» ou pain de riz.	1937	35	265	
44.0	AHMC-35-305	J.Robic	Peste pulmonaire — Conditions d'apparition et fréquence-Épidémiologie-Léthalité -Moyens employés avec succès pour circonscrire et éteindre les foyers de peste -Les rats — Peste murine -Puces - Synopsyllus Fonquernii - Autres puces rencontrées sur le rat : Leptopsylla (Ctenopsylla) musculi — Echidnophaga gallinaoea - Habitat préféré des puces pestigènes en dehors des êtres vivants  - Le virus -Protection des habitations contre les puces -Vaccination 	I. Mémoires originaux. Les caractéristiques de la peste à Madagascar.	1937	35	305	
62.0	AHMC-35-358	J. E. Martial 	1° L'ombrage des gîtes- 2° Les chasses d'eau périodiques-. 3° Les poissons larvivores-4° La zooprophylaxie	I. Mémoires originaux. La prophylaxie biologique du paludisme et de la fièvre jaune.	1937	35	358	
69.0	AHMC-35-374	Lieurade		L'assistance mobile en pays Moï dans la province du Kontum (Annam) (1er semestre 1936).	1937	35	374	
74.0	AHMC-35-431	Cheneveau	1° Dépistage / 2° Principales causes/3° Coutume indigène / 4° Assistance européenne	Notes psychiatriques au Togo. Législation — Aperçus cliniques 1932-1934.	1937	35	431	
80.0	AHMC-35-463	J. E. Martial 	Les sources de la contagion / La lutte à Langson/La lutte en ville / Résultats de la lutte entreprise/Critique des mesures prises. Importance du péril vénérien en Annam-Tonkin/Un programme amélioré de prophylaxie vénérienne/ Action du commandement / Action des pouvoirs publics	I. Mémoires originaux. La prophylaxie des maladies vénériennes dans une garnison du Tonkin (Langson).	1937	35	463	
90.0	AHMC-35-495	Le Rouzic		I. Mémoires originaux. Considérations sur les épidémies de choléra ayant sévi en 1934, 1935 et 1936 sur le territoire de Karikal.	1937	35	495	
91.0	AHMC-35-504		Afrique Occidentale française / Territoires sous mandat/Afrique Équatoriale française / Groupe de l'Atlantique/Groupe de l'Océan Indien / Indochine/Groupe Pacifique	II. Chronique documentaire. Protection de la maternité et de l'enfance indigènes dans les colonies françaises en 1935	1937	35	504	
99.0	AHMC-35-565	Couvy		II. Chronique documentaire. Prévisions de prophylaxie aérienne en Afrique Occidentale française.	1937	35	565	
100.0	AHMC-35-575	de Palmas ;Sainz		Une campagne antipaludique dans un poste du Haut-Tonkin.	1937	35	575	
101.0	AHMC-35-584	J. P. Pluchon 		Sur une méthode de dosage de petites doses d'antimoine.	1937	35	584	
102.0	AHMC-35-591	L. Fauchon		II. Chronique documentaire. Méthode de dosage de l'antimoine par formation d'iodure complexe d'antimoine et de potassium.	1937	35	591	
103.0	AHMC-35-594	P. Dantec		Une réaction de la quinacrine. Application à sa recherche dans l'urine.	1937	35	594	
