article_id,article_auteur,article_titre,article_page,revue_annee,revue_numero
BSPE-11-416,VELU (H.),Les variations leucocytaires dans le traitement de la lymphangite épizootique par la pyothérapie polyvalente.,416,1918,11
BSPE-11-423,VAN SACEGHEM (R.),La peste du cheval ou horse sickness au Congo belge.,423,1918,11
BSPE-11-433,MONTPELLIER (J.),Cinq observations nouvelles de lèpre recueillies à Alger.,433,1918,11
BSPE-11-438,JOUIN (A.),Remarques sur la moindre résistance du gono- coque chez les Noirs. Résultats comparatifs du même traitement chez les Noirs et chez les Blancs.,438,1918,11
BSPE-11-440,TRIBONDEAU (L.),Sur la coloration de l’hématozoaire de Laveran.,440,1918,11
BSPE-11-443,COMMES (CH.),Hæmoproteus d’Oiseaux du Haut-Sénégal et Niger.,443,1918,11
BSPE-11-445,LAVERAN (Alphonse),Infections du loir par Leishmania tropica et par l’agent de la leishmaniose naturelle du chien. ,445,1918,11
BSPE-11-448,VELU (H.),La trypanosomiase des chevaux au Maroc. Essais de traitement.,448,1918,11
BSPE-11-452,REMLINGER (P.),Deux cas de chylurie hydatique recueillis au Maroc.,452,1918,11
BSPE-11-470,"BLANC (G.), HECKENROTH (F.)",Répartition du paludisme dans la région de Koritza (Basse Albanie). Carte des indices spléniques. ,470,1918,11
BSPE-11-483,"DELAMARE (G.), ROBIN",Carte du paludisme des Confins albano-macé- doniens.,483,1918,11
BSPE-11-503,MARTIN (Louis),Aperçu technique sur les travaux antilarvaires à exécuter sur le terrain.,503,1918,11
BSPE-11-517,BUSSIERE (F.),"Paludisme et drainage. Travaux exécutés dans la région d’Eksissu, Macédoine occidentale. ",517,1918,11
BSPE-11-530,JOYEUX (CH.),Note sur les Culicides de Macédoine.,530,1918,11
BSPE-11-549,FOLEY (H.),"À propos de l’article « La larve d’Anopheles chaudoyei (Theobald, 1903). » de Langeron (Bull Soc Pathol Exot, 1918, 11, 291-297)",549,1918,11
BSPE-11-551,"BOQUET (A.), NÈGRE (L.), ROIG (G.)",Premiers essais de vaccination préventive con- tre la lymphangite épizootique.,551,1918,11
BSPE-11-553,BOUFFARD (Gustave),Sur un cas de fièvre jaune à Porto-Novo.,553,1918,11
BSPE-11-558,LANZENBERG (A.),Un cas de Balantidiose autochtone. Son traite- ment.,558,1918,11
BSPE-11-560,PARROT (L.),Éclampsie infantile et paludisme.,560,1918,11
BSPE-11-561,LAVERAN (Alphonse),Boutons d’Orient expérimentaux chez un Chimpanzé.,561,1918,11
BSPE-11-563,BOUILLIEZ (M.),Au sujet d’un bouton d’Orient d’origine expéri- mentale accidentelle.,563,1918,11
BSPE-11-566,VELU (H.),Les troubles oculaires et locomoteurs dans la trypanosomiase des chevaux au Maroc.,566,1918,11
BSPE-11-568,"SERGENT (EDM.), SERGENT (ÉT.), FOLEY (H.), LHÉRITIER (A.)","De la mortalité dans le Debab, trypanosomiase des Dromadaires.",568,1918,11
BSPE-11-571,CHATTON (Edouard),Microfilaire du chat domestique dans le sud- tunisien.,571,1918,11
BSPE-11-573,MOUCHET (R.),Sur des lésions anatomiques produites par des Nématodes.,573,1918,11
BSPE-11-575,VAN SACEGHEM (R.),Cause étiologique et traitement de la dermite granuleuse.,575,1918,11
BSPE-11-578,PARROT (L.),Sur la rareté de la conjonctivite phlycténulaire chez les Indigènes algériens.,578,1918,11
BSPE-11-579,BLANCHARD (Raphael),Charlatans et pseudo-parasites. Les « Vers des yeux ».,579,1918,11
BSPE-11-586,BLANCHARD (Raphael),Larves de Névroptères éventuellement hémato- phages.,586,1918,11
BSPE-11-593,MARTIN (Gustave),Note sur la récolte du vaccin ensemencé sur génisse et sur les résultats obtenus avec le vaccin sec au Cameroun.,593,1918,11
BSPE-11-595,CHATTON (Edouard),Le Leptomonas de la Tarente dans une région indemne de bouton d’Orient. Observations et expé- riences.,595,1918,11
BSPE-11-609,"NÈGRE (L.), BOQUET (A.), ROIG (G.)",Mycothérapie de la lymphangite épizootique.,609,1918,11
BSPE-11-616,BOUFFARD (Gustave),Traitement de l’ulcère phagédénique dans les pays chauds.,616,1918,11
BSPE-11-624,GROS (H.),L’unité des protozoaires du paludisme.,624,1918,11
BSPE-11-641,"SERGENT (ED.), SERGENT (ÉT.)","La prophylaxie antipaludique d’une armée en campagne (Armée d’Orient, 1917).",641,1918,11
BSPE-11-648,CARDAMATIS (J.P.),Mode d’action de la quinine sur les diverses formes d’hématozoaires  traitement prophylactique et curatif le plus efficace du Paludisme. ,648,1918,11
BSPE-11-662,LAPIN,Élimination urinaire de la quinine en solution ou en suspension huileuses.,662,1918,11
BSPE-11-668,BLANCHARD (Camille),Sur un nouveau type larvaire du groupe des anophélinés. Avec note additionnelle de R. BLANCHARD.,668,1918,11
BSPE-11-681,VAN SACEGHEM (R.),Nécrologie (L. Tribondeau) – Élections 683 Traitement de la Lymphangite ulcéreuse.,681,1918,11
BSPE-11-685,"ARAVANDINOS (A.), MICHAILIDIS (N.)",Un cas de cystite amibienne.,685,1918,11
BSPE-11-687,LÉGER (Marcel),Hémogrégarine de Bufo marinus L. ,687,1918,11
BSPE-11-690,DANG VAN CUONG,Paludisme et phagédénisme. Paludisme et arrêts de développement. « Infantilisme palustre ». MONTEL (Marie-Louis-René) et ,690,1918,11
BSPE-11-694,COMMES (CH.),Le méningo-paludisme.,694,1918,11
BSPE-11-699,"MONTEL (Marie-Louis-René), DANG VAN CUONG",Action de la quinine sur les corps en croissant.,699,1918,11
BSPE-11-701,ARAVANDINOS (A.),Méthode pour assurer l’innocuité parfaite de la ponction splénique.,701,1918,11
BSPE-11-705,SALM (A.J.),Deux Nématodes de Java.,705,1918,11
BSPE-11-710,"MOUCHET (R.), FRONVILLE (G.)",Bilharziose et tumeurs.,710,1918,11
BSPE-11-712,CLARENC (H.),"Molluscum fibrosum. À propos de la commu- nication de G. BOUFFARD sur une chéloïde géante. (Bull Soc Pathol Exot, 1917, 10, 814-815) ",712,1918,11
BSPE-11-714,"COMMES (CH.), CREMER (J.)",Volumineux éléphantiasis de la verge.,714,1918,11
BSPE-11-716,BODET,"Quelques cas de pseudo-myiase rampante ou pseudo-draconculose, observés à Tamatave. ",716,1918,11
BSPE-11-722,ROUSSEAU (L.),Un cas de parasitisme vulvo-vaginal par un aca- rien sarcoptide au Cameroun.,722,1918,11
BSPE-11-724,BLANCHARD (Raphael),Encore sur les « Vers des yeux ».,724,1918,11
BSPE-11-726,CORDIER (E.),"Capture en Argonne d’Anopheles nigripes Stæger, 1839, espèce nouvelle par la faune française. ",726,1918,11
BSPE-11-728,LANGERON (Maurice),"Présence de l’Anopheles nigripes Stæger, 1839, dans la région parisienne.",728,1918,11
BSPE-11-729,LACAZE (H.),Note au sujet de l’hibernation des larves de moustiques en Macédoine.,729,1918,11
BSPE-11-730,FRANÇA (C.),Note sur les espèces portugaises du genre Phlebotomus.,730,1918,11
BSPE-11-733,ROUSSEAU (L.),Note sur la fabrication du vaccin à Douala.,733,1918,11
BSPE-11-738,"TEISSONNIERE (M.), BÉGUET (M.), JOLLY (R.)",Observation d’une épidémie de grippe à l’Ar- mée d’Orient (mai-juin 1918).,738,1918,11
BSPE-11-744,ROUSSEAU (L.),Maladies parasitaires à Douala (Cameroun).,744,1918,11
BSPE-11-759,LACAZE (H.),L’étude des réservoirs de virus malarique indi- gènes en Macédoine.,759,1918,11
BSPE-11-779,"ABETTI (A.), DANIEL (G.)",Méningite cérébro-spinale au Congo belge.,779,1918,11
BSPE-11-784,BRÉMONT (E.),La syphilis à la Guyane française.,784,1918,11
BSPE-11-788,LÉGER (Marcel),Hémogrégarines de Crapauds à la Guyane fran- çaise.,788,1918,11
BSPE-11-791,PARROT (L.),"Répartition géographique de Phlebotomus minutus, var africanus, dans le département de Constantine.",791,1918,11
BSPE-11-793,LÉGER (Marcel),La lèpre à la Guyane française dans l’élément pénal : documents statistiques.,793,1918,11
BSPE-11-800,"BRAU(), NOGUE (M.)","Hémorragies intestinales et hématémèses, symptômes d’hépatite suppurée.",800,1918,11
BSPE-11-814,NICOLLE (CHARLES),À propos de la technique de la ponction de la rate.,814,1918,11
BSPE-11-815,JOUVEAU-DUBREUIL (H.),Note sur le trachome au Sétchouen (Chine).,815,1918,11
BSPE-11-820,QUARELLI (G.),Sur la production des anticorps par Monilia bal- canica Cast.,820,1918,11
BSPE-11-822,COMMES (CH.),La pyomyosite. Pyohémie atténuée avec loca- lisations intramusculaires chez les indigènes de la région de Bamako.,822,1918,11
BSPE-11-827,SAPORTE (F.),Traitement de l’ulcère phagédénique par le pan- sement de Vincent.,827,1918,11
BSPE-11-833,"LEBŒUF (A.), GAMBIER (A.)",La Spirochétose humaine et l’Ornithodorus moubata dans la colonie du Moyen-Congo. ,833,1918,11
BSPE-11-837,MARCHOUX (Emile),L’amibe dysentérique est-elle bien la cause de la dysenterie?,837,1918,11
BSPE-11-839,"FOLEY (H.), PARROT (L.)",Note sur les arrêts de développement et l’infan- tilisme d’origine paludéenne en Algérie.,839,1918,11
BSPE-11-841,LÉGER (Marcel),Paludisme congénital : un cas d’infection san- guine du fœtus par Plasmodium vivax.,841,1918,11
BSPE-11-845,PARROT (L.),La cure du paludisme par le quinquina en natu- re chez les paludéens hémoglobinuriques.,845,1918,11
BSPE-11-848,NICLOT (F.),Anophélisme et paludisme en Haute-Alsace (1915-1918).,848,1918,11
BSPE-11-854,ROUBAUD (É.),Recherches sur la transmission de la bilharziose en France. (Essais d’infection de Mollusques autochtones). ,854,1918,11
BSPE-11-859,PHISALIX (M.),Symptômes graves déterminés chez une jeune femme par la piqûre d’une seule abeille.,859,1918,11
BSPE-11-862,JAMOT (E.),Note au sujet d’une maladie contagieuse dési- gnée par les Bandas Lindas du Kouango (Oubangui- Chari) sous le nom de Dacaga.,862,1918,11
BSPE-11-867,"VAN DEN BRANDEN (F.), VAN HOOF (L.)",Un cas de « maladie de dépigmentation » chez un Indigène du Congo belge.,867,1918,11
BSPE-11-868,COMMES (CH.),Dispositif permettant de contrôler automati- quement la production d’indol dans les milieux de culture.,868,1918,11
BSPE-11-870,STÉVENEL (L.),Le bleu de Permanganate de Potasse.,870,1918,11
BSPE-11-871,LAPIN,À propos de l’importance du choix de l’heure dans l’administration de la quinine.,871,1918,11
BSPE-12-9,VAN SACEGHEM (R.),Recherches et expériences sur la lymphangite ulcéreuse des Équidés.,9,1919,12
BSPE-12-11,PHISALIX (M.),Coccidiose observée sur deux Crotales de la ménagerie des Reptiles du Muséum d’histoire naturelle de Paris.,11,1919,12
BSPE-12-14,COMMES (CH.),Hémogrégarine et trypanosome d’un Chélonien (Cinixis homeana).,14,1919,12
BSPE-12-17,DEGREEF (G.),Symptômes nerveux et persistance des trypa- nosomes dans le liquide céphalo-rachidien de mules atteintes de nagana dû au Trypanosoma brucei var. ugandæ.,17,1919,12
BSPE-12-23,"PÉJU (G.), CORDIER (E.)",Paludisme et topographie anophélienne en Argonne à propos d’une épidémie de paludisme autochtone.,23,1919,12
BSPE-12-35,ROUSSEAU (L.),Filariose au Cameroun.,35,1919,12
BSPE-12-57,"PUYHAUBERT (Alfred), JOLLY (R.)",Note sur un cas de mycétome à grains noirs.,57,1919,12
BSPE-12-60,JOLLY (R.),Sur une adénite à Nocardia ayant simulé un bubon pesteux.,60,1919,12
BSPE-12-61,MONTPELLIER (J.),Un nouveau cas de lèpre rencontré à Alger (lèpre d’importation).,61,1919,12
BSPE-12-64,VINCENT (H.),Le traitement de l’ulcère phagédénique par le pansement sec hypochlorité.,64,1919,12
BSPE-12-65,CROVERI (P.),Sulla recettivita alla vaccinazione antipestosa dei vitelli nati da mare immune verso la peste bovina. Esperimenti di sierovaecinazione antipestosa (methode KOLLE e TURNER) in vitelli lattanti e dopo la slattamento.,65,1919,12
BSPE-12-71,BRUG (S.-L.),La coloration des entamibes intestinales des selles.,71,1919,12
BSPE-12-73,BRUG (S.-L.),"Les altérations des globules rouges, hôtes des parasites du paludisme.",73,1919,12
BSPE-12-76,ROUBAUD (É.),Un deuxième type d’hémogrégarine humaine.,76,1919,12
BSPE-12-80,LÉGER (Marcel),Hématozoaire flagellé nouveau dans une pyrexie cliniquement non classée.,80,1919,12
BSPE-12-84,RODHAIN (J.),"Sensibilité du Rongeur africain, Tachyorectes annectens Th., au Trypanosoma pecaudi. ",84,1919,12
BSPE-12-86,"SERGENT(EDM.),SERGENT(ÉT.), LHÉRITIER (A.)",Dromadaires immunisés contre la trypanoso- miase « Debab ».,86,1919,12
BSPE-12-90,"LÉGER (A.), LAVEAU (M.)",Ankylostomiasiques erreurs fréquentes des diagnostics cliniques  nécessité des examens de laboratoire. ,90,1919,12
BSPE-12-92,GROS (H.),Fréquence des porocéphales chez les Noirs de l’Afrique occidentale.,92,1919,12
BSPE-12-94,"SERGENT (EDM.), LHÉRITIER (A.)",Gale du dromadaire (première note).,94,1919,12
BSPE-12-99,VELU (H.),Existence au Maroc d’une nouvelle espèce d’Or- nithodorus.,99,1919,12
BSPE-12-104,RODHAIN (J.),Larves de Sarcophagides probablement parasi- tes accidentels de Glossina palpalis en captivité. ,104,1919,12
BSPE-12-106,RODHAIN (J.),Note sur deux Chœromyies de l’Afrique orien- tale.,106,1919,12
BSPE-12-108,"SERGENT(EDM.),SERGENT(ÉT.), LHÉRITIER (A.)","Fièvre bilieuse hèmoglobinurique du bœuf d’Algérie, maladie distincte des piroplasmoses. ",108,1919,12
BSPE-12-126,VELU (H.),Le charbon bactéridien au Maroc.,126,1919,12
BSPE-12-128,DA MATTA (A.),"Sur la spirochétose hépatorénale (spirochétose ictéro-hémorragique), son traitement.",128,1919,12
BSPE-12-132,VELU (H.),Une affection non décrite du chien observée au Maroc.,132,1919,12
BSPE-12-135,BAZIN (R.),"Réseau oculaire pour le dessin, la mensuration et la numération microscopiques.",135,1919,12
BSPE-12-137,RODHAIN (J.),Observations médicales recueillies parmi les Troupes coloniales belges pendant leur campagne en Afrique Orientale 1914-1917.,137,1919,12
BSPE-12-159,"PHISALIX (M.), CAIUS (R.P.F.)",Sur la toxicité comparée du sang des Serpents.,159,1919,12
BSPE-12-169,LÉGER (Marcel),Lepra murium à la Guyane française. ,169,1919,12
BSPE-12-171,"NÈGRE (L.), RAYNAUD (M.)",Chauffage du sérum dans le sérodiagnostic de la fièvre ondulante.,171,1919,12
BSPE-12-173,"NÈGRE (L.), RAYNAUD (M.)",Race de M. paramelitensis isolée par hémoculture.,173,1919,12
BSPE-12-174,SERGENT (ÉT.),Influence du froid sur le développement du Plasmodium relictum chez le moustique. ,174,1919,12
BSPE-12-177,"SERGENT(EDM.),SERGENT(ÉT.), LHÉRITIER (A.)",Passage de trypanosomes de la mère au fœtus dans le « Debab ».,177,1919,12
BSPE-12-178,"FEYTAUD (J.), GENDRE (E.)",Sur la répartition des gîtes d’Anopheles maculipennis Hoffm. et d’Anopheles bifurcatus Meig. ,178,1919,12
BSPE-12-182,SERGENT (ÉT.),À propos de Pyretophorus chaudoyei. ,182,1919,12
BSPE-12-184,MONTPELLIER (J.),Les tumeurs malignes de la peau chez les indigènes de l’Algérie (épithéliomes et sarcomes). ,184,1919,12
BSPE-12-188,ROBERT (Léopold),Deux cas de chéloïdes géantes du bras et du tronc. Un cas de Molluscum fibrosum géant de la face.,188,1919,12
BSPE-12-192,ROUSSEAU (L.),Alimentation de Douala en eau potable.,192,1919,12
BSPE-12-202,"PASTEUR VALLERY-RADOT(), LHÉRITIER (A.)",Étude sur la pathogénie de la fièvre bilieuse hémoglobinurique des bovins en Algérie. ,202,1919,12
BSPE-12-214,GROS (H.),L’ulcération saisonnière récidivante des lèvres.,214,1919,12
BSPE-12-217,LÉGER (Marcel),Hémogrégarine et Plasmodium du Tupinambis nigropunctatus.,217,1919,12
BSPE-12-220,VELU (H.),Trypanosomiase des chevaux du Maroc. Guérison de la maladie expérimentale du chien par l’osarsan.,220,1919,12
BSPE-12-223,"RAILLIET (A.), MARULLAZ (M.)",Sur un Cénure nouveau du Bonnet chinois (Macacus sinicus).,223,1919,12
BSPE-12-228,JOYEUX (CH.),"Hymenolepis nana (v. Siebold, 1852), Hymenolepis nana var. fraterna Stiles, 1906. ",228,1919,12
BSPE-12-231,"FEYTAUD (J.), GENDRE (E.)",Sur la résistance des larves de Culicides dans les eaux picriquées.,231,1919,12
BSPE-12-234,SCHWETZ (J.),"L’identité des conditions géo-botaniques des gîtes de pupes de la Gl. palpalis, de la Gl. fusca, de la Gl. brevipalpis, de la Gl. pallidipes et de la Gl. morsi- tans.",234,1919,12
BSPE-12-238,VAN SACEGHEM (R.),Contribution à l’étude de l’ostéoporose au Congo belge.,238,1919,12
BSPE-12-244,ROUSSEAU (L.),Parasitisme intestinal à Douala et dans la région forestière du Cameroun. Nématodes. Protozoaires. Cestodes.,244,1919,12
BSPE-12-258,"LÉGER (Marcel), VIENNE (M.)",Épizootie à trypanosomes chez les Bovidés de la Guyane française.,258,1919,12
BSPE-12-266,DE GOYON (J.),"Répartition du paludisme dans les territoires de Gora, Verca et d’Opara (Basse-Albanie).",266,1919,12
BSPE-12-274,PAISSEAU (G.),Une entreprise d’assainissement antipalustre au Maroc.,274,1919,12
BSPE-12-291,LAVEAU (M.),Épizootie pesteuse dans la région du lac Tamnah (cercle de Thiès). Développement parallèle de la peste humaine.,291,1919,12
BSPE-12-296,BLONDIN,Note sur un traitement des ulcères phagédéni- ques.,296,1919,12
BSPE-12-298,VELU (H.),La Coccidiose de la Chèvre au Maroc et le para- sitisme latent de Eimeria arloingi.,298,1919,12
BSPE-12-301,"LAMOUREUX (A.), PORRY (E.)",L’index endémique du paludisme à la Martinique.,301,1919,12
BSPE-12-304,BOUFFARD (Gustave),Du paludisme au Dahomey.,304,1919,12
BSPE-12-307,MARCHOUX (Emile),Tous les alcaloïdes du quinquina possèdent la même action curative sur le paludisme. ,307,1919,12
BSPE-12-310,"LAVERAN (Alphonse), FRANCHINI (G.)",Au sujet de l’Herpetomonas ctenocephali de la puce du chien et de sa culture.,310,1919,12
BSPE-12-313,CHATTON (Edouard),Sur la culture pure d’un Leptomonas de la puce du chien et sur un caractère de ses formes culturales qui les distinguent de celles du kala-azar de souches humaine et canine.,313,1919,12
BSPE-12-316,CHATTON (Edouard),Inoculations positives de cultures de Leishmania tropica aux Geckos.,316,1919,12
BSPE-12-322,BLANCHARD (M.),Géophagie et ankylostomiase.,322,1919,12
BSPE-12-324,"RAILLIET (A.), HENRY (A.), BAUCHE (J.)",Un nouveau strongylidé du Porc.,324,1919,12
BSPE-12-332,"PETIT (G.), TOURNAIRE (P.)",Sur la répartition des gîtes d’Anophèles dans l’arrondissement de Bergerac (Dordogne).,332,1919,12
BSPE-12-340,ABBATUCCI,Accidents dus au néosalvarsan. Trois cas mortels.,340,1919,12
BSPE-12-350,ESCOMEL (E.),"Mycose s’attaquant à des rongeurs du genre Mus, à Arequipa, Pérou.",350,1919,12
BSPE-12-353,BONNET (A.),Étude de l’infection tuberculeuse par l’épreuve de la cuti-réaction dans les oasis du Tidikelt. ,353,1919,12
BSPE-12-356,JOUVEAU-DUBREUIL (H.),Méningite cérébro-spinale au Setchouen (Chine Occidentale).,356,1919,12
BSPE-12-362,VELU (H.),La lutte contre les acridiens au Maroc. 3e campagne d’expérimentation de la méthode biologique. ,362,1919,12
BSPE-12-364,CANTACUZÈNE (J.),Rôle du pou dans le typhus exanthématique et temps d’incubation de la maladie.,364,1919,12
BSPE-12-367,"CANTACUZÈNE (J.), CIUCA (M.), GALASESCO(), GÉRARD (F.)",Essais de sérothérapie antiexanthématique.,367,1919,12
BSPE-12-372,"LEBŒUF (A.), GAMBIER (A.)","Symptomatologie, diagnostic et traitement de la Spirochétose humaine à Brazzaville (Moyen- Congo).",372,1919,12
BSPE-12-375,VAILLANT (L.),L’examen du sang des paludéens par la métho- de de la goutte épaisse.,375,1919,12
BSPE-12-379,"LAVERAN (Alphonse), FRANCHINI (G.)",Infection des souris blanches à l’aide des cultures de Herpetomonas ctenocephali.,379,1919,12
BSPE-12-383,LAGRANGE (E.),Contribution à l’étude des trématodes larvaires.,383,1919,12
BSPE-12-388,"CROVERI(P.), SALVESTRONI",Rogna demodettica nel Cavallo.,388,1919,12
BSPE-12-391,"NICOLLE (CHARLES), CUENOD (A.), CONSEIL (E.), BLANC (G.), LEBAILLY (CH.)",Sur dix cas de Xeroderma pigmentosum observés en Tunisie.,391,1919,12
BSPE-12-394,DANIEL (G.),Inspections médicales dans l’Ituri (Congo Belge).,394,1919,12
BSPE-12-407,ROUSSEAU (L.),Notes sur la syphilis et le pian au Cameroun.,407,1919,12
BSPE-12-416,PHIPPS (F.-E.),Les trypanosomiases dans la région de Carnot (Haute-Sangha).,416,1919,12
BSPE-12-434,GROS (H.),Le traitement du paludisme par le trypanobleu.,434,1919,12
BSPE-12-442,ROBLES (R.),Onchocercose humaine au Guatemala produi- sant la cécité et « l’érysipèle du littoral » (Erisipela de la costa).,442,1919,12
BSPE-12-464,BRUMPT (Emile),Une nouvelle filaire pathogène parasite de l’homme (Onchocerca cæcutiens n. sp). ,464,1919,12
BSPE-12-478,"GRIEWANK (H.), LAVEAU (M.)",Sur un cas de mycétome à grains rouges (étude clinique et microscopique).,478,1919,12
BSPE-12-482,LAVEAU (M.),Note sur un cas de peste chronique observée chez un rat du Cayor en dehors de toute manifesta- tion épizootique.,482,1919,12
BSPE-12-485,CROVERI (P.),Prime constatazioni di peste equina in Somalia.,485,1919,12
BSPE-12-487,CROVERI (P.),Esperimenti di vaccinazione contro la peste bovina con il metodo siero-infezione di Schein. ,487,1919,12
BSPE-12-489,"LEBŒUF (A.), GAMBIER (A.)",Sur deux cas de milk-pox ou alastrim observés à Brazzaville (Moyen-Congo).,489,1919,12
BSPE-12-493,BLANCHARD (M.),Complications phagédéniques de la vaccine.,493,1919,12
BSPE-12-495,ROUSSEAU (L.),Quelques observations relatives au traitement des ulcères phagédéniques.,495,1919,12
BSPE-12-497,"LEBŒUF (A.), GAMBIER (A.)",La formule hémoleucocytaire dans la spiroché- tose humaine au Moyen-Congo.,497,1919,12
BSPE-12-500,PATTON (W.S.),Note on the etiology of oriental sore in Mesopotamia.,500,1919,12
BSPE-12-504,"CRESPIN (J.), ATHIAS (G.)",Le paludisme à Alger. Difficultés du diagnostic avec la fièvre typhoïde. Cas de Pl. falciparum. ,504,1919,12
BSPE-12-509,TEJERA (E.),La trypanosomose américaine ou maladie de Chagas au Vénézuéla.,509,1919,12
BSPE-12-513,FRANÇA (C.),L’insecte transmetteur de Leptomonas davidi (note préliminaire).,513,1919,12
BSPE-12-514,VAN DEN BRANDEN (F.),"Action de la combinaison atoxyl, émétique, tryparosan, sur le Trypanosma congolense.",514,1919,12
BSPE-12-517,BEQUAERT (J.),L’Ornithodorus moubata dans le Nord-Est du Congo belge.,517,1919,12
BSPE-12-521,VAN DEN BRANDEN (F.),Sur la toxicité du chlorhydrate d’émétine chez l’homme.,521,1919,12
BSPE-12-525,"ANFREVILLE (Leon, d’)",Essai sur la climatologie et la démographie de Casablanca.,525,1919,12
BSPE-12-531,MARTIN (Gustave),L’organisation médicale allemande au Cameroun.,531,1919,12
BSPE-12-535,PARROT (L.),Un type de cabine-étuve à désinfection pour infirmeries indigènes.,535,1919,12
BSPE-12-538,CLAPIER,Index palustre chez les indigènes de la commune de Bangui (Afrique Équatoriale Française). ,538,1919,12
BSPE-12-549,VAILLANT (L.),Note sur le Dispensaire antipaludique du Gouvernement Militaire de Paris.,549,1919,12
BSPE-12-558,LIGNIÈRES (J.),"Piroplasmes, anaplasmes et grains chromati- ques.",558,1919,12
BSPE-12-567,"MOUCHET (R.), GÉRARD (P.)",Contribution à l’étude des tumeurs chez les Noirs de l’Afrique Centrale.,567,1919,12
BSPE-12-589,BRESSON (P.),Étude de l’infection tuberculeuse dans la popu- lation indigène de Ouargla (oasis sahariennes) par les cuti-réactions tuberculiniques.,589,1919,12
BSPE-12-592,"LAPIN (J.), SENEVET (G.)",La réaction de Weil-Felix dans le typhus exan- thématique. Faible pouvoir agglutinant du liquide céphalo-rachidien.,592,1919,12
BSPE-12-595,TODD (JOHN -L.),The granules of Spirochæta duttoni.,595,1919,12
BSPE-12-601,SERGENT (ÉT.),"Le Plasmodium relictum, agent pathogène du paludisme des oiseaux, ne donne pas une maladie mortelle au moustique transmetteur.",601,1919,12
BSPE-12-603,SERGENT (ÉT.),"Dans le paludisme des oiseaux (dû au Proteosoma), il n’y a pas de parallélisme entre l’infection sanguine de l’oiseau et l’infection consécutive du moustique contaminé par l’oiseau.",603,1919,12
BSPE-12-605,ROBLIN,Foyer de paludisme autochtone en Seine-et- Marne.,605,1919,12
BSPE-12-607,PARROT (L.),Trois observations de Bouton d’Orient avec des réflexions sur les circonstances de la contamination.,607,1919,12
BSPE-12-611,DA MATTA (A.),"Un nouveau éduvide de l’Amazone, Rhodnius brethesi n. sp.",611,1919,12
BSPE-12-613,MARTIN (Gustave),La lèpre au Cameroun.,613,1919,12
BSPE-12-621,JOUVEAU-DUBREUIL (H.),Formule leucocytaire et diminution des éosino- philes dans la fièvre récurrente. ,621,1919,12
BSPE-12-628,BRUG (S.-L.),"Quelques notes sur les protozoaires, parasites intestinaux de l’homme et des animaux.",628,1919,12
BSPE-12-641,LIGNIÈRES (J.),Contribution à l’étude de l’anaplasmose bovine. Expériences d’inoculation de Anaplasma argentinum à plusieurs espèces animales. Les Moutons et les Chèvres sont nettement réceptifs.,641,1919,12
BSPE-12-651,BRUMPT (Emile),Transmission de la piroplasmose canine fran- çaise par le Dermacentor reticulatus. Embolies parasi- taires dans les capillaires de l’encéphale.,651,1919,12
BSPE-12-665,"LAVERAN (Alphonse), FRANCHINI (G.)",Sur les Flagellés parasites de quelques Insectes et sur les infections qu’ils peuvent produire chez les souris.,665,1919,12
BSPE-12-671,SCHWETZ (J.),La maladie du sommeil dans le Nord-Katanga (Congo belge) en 1913-1918.,671,1919,12
BSPE-12-680,VAN DEN BRANDEN (F.),Le salvarsan cuprique et son sel sodique dans le traitement de la. trypanosomiase humaine.,680,1919,12
BSPE-12-702,ESCOMEL (E.),Le Latrodectus mactans ou « Lucacha » au Pérou (étude clinique et expérimentale de l’action du venin).,702,1919,12
BSPE-12-723,ESCOMEL (E.),La trypanosomiase humaine existe dans les forêts orientales du Pérou.,723,1919,12
BSPE-12-726,SCHWETZ (J.),À propos du diagnostic le plus expéditif de la maladie du sommeil dans la pratique ambulatoire de la brousse.,726,1919,12
BSPE-12-730,"MONTPELLIER (J.), ARDOIN (E.)",La cure arsénobenzolée dans la draconculose.,730,1919,12
BSPE-12-732,KERVRANN (P.),Emploi du monochlorure d’iode en irrigation continue.,732,1919,12
BSPE-12-735,REGNAULT (F.),La culture des lentilles d’eau dans la lutte con- tre le paludisme.,735,1919,12
BSPE-12-736,PRATES (M.M.),La myiase oculaire de l’île de Sal (archipel du Cap Vert).,736,1919,12
BSPE-12-741,"BLANC (G.), BRUN (G.)",Nouveau cas de Mycétome à grains noirs obser- vé en Tunisie.,741,1919,12
BSPE-12-748,BRUMPT (Emile),Existence de la spirochétose des Bovidés au Brésil. Transmission de cette affection par la tique Margaropus australis (Fuller).,748,1919,12
BSPE-12-757,BRUMPT (Emile),Transmission de la piroplasmose canine tuni- sienne par le Rhipicephalus sanguineus.,757,1919,12
BSPE-12-765,LIGNIÈRES (J.),La vaccination des Bovidés contre l’anaplasmose.,765,1919,12
BSPE-12-774,LIGNIÈRES (J.),L’isolement et la recherche des Anaplasma par l’inoculation du sang suspect an mouton ou à la chè- vre.,774,1919,12
BSPE-12-779,MANDOUL (H.),Une Mission antipaludique dans la XVIIe Région (1917-1918).,779,1919,12
BSPE-12-798,SCHWETZ (J.),"La maladie du sommeil dans le Moyen-Kwilu (District du Kwango, Congo belge) en 1918. ",798,1919,12
