	article_id	article_auteur	article_detail	article_titre	revue_annee	revue_numero	article_page
3576	AHMC-29-860	M	 le Dr Laquièze	Spirilloses intestinales en Nouvelle-Calédonie.	1931	29	860
3577	AHMC-29-861	M	 le Dr Tournier	Les éléments de la thérapeutique du béribéri.	1931	29	861
3578	AHMC-29-871	M	 le Dr Tournier	Le kermès, ses applications en pathologie exotique.	1931	29	871
3579	AHMC-29-875	M	 le Dr Gauducheau	IV. Notes documentaires. I. Mesures d'hygiène à prendre pour la conservation des aliments, particulièrement dans les pays chauds. II. Nouveau procédé de préparation des viandes.	1931	29	875
3580	AHMC-29-881			Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). I. Le point de vue international	1931	29	881
3581	AHMC-29-883			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). I. Le point de vue international. II. Uniformité des méthodes et des termes	1931	29	883
3582	AHMC-29-896			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). II. Uniformité des méthodes et des termes. III. Prophylaxie. IV. Recherches	1931	29	896
3583	AHMC-29-900			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). IV. Recherches. Appendices	1931	29	900
3584	AHMC-29-910			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). Appendices. L'Association internationale de la Lèpre	1931	29	910
3585	AHMC-29-912			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). L'Association internationale de la Lèpre. Résolution I	1931	29	912
3586	AHMC-29-913			 IV. Notes documentaires. Discussions et Conclusions de la conférence internationale de Manille sur la lèpre. (9 - 23 janvier 1931.). L'Association internationale de la Lèpre. Résolution I. Résolution II. Résolution III. Résolution IV	1931	29	913
3587	AHMC-29-914			Congrès national d'aéronautique coloniale. Groupe de l'aviation sanitaire	1931	29	914
3588	AHMC-29-916			V. Informations. Congrès international de médecine tropicale	1931	29	916
3590	AHMC-29-923			 VI. Documents administratifs. Décret sur la réglementation du régime de l'alcool au Cameroun	1931	29	923
3591	AHMC-29-925			 VI. Documents administratifs. Décret sur la réglementation du régime de l'alcool au Cameroun. Convention franco-belge sanitaire comportant une série de mesures propres à préserver notre A. E. F. et le Congo Belge contre le danger des maladies épidémiques	1931	29	925
3592	AHMC-29-929	Dott Umberto Stephano		Contribution à l'étude de l'amibiase vésicale.	1931	29	929
3593	AHMC-29-930	Marcel Léger		Du danger aux colonies des arsénobenzènes, sans contrôle syphilimétrique.	1931	29	930
3594	AHMC-29-931	le docteur Paul Vigne et P	 Pedat	Un cas de maladie de Hansen.	1931	29	931
3595	AHMC-29-932	M	 Blanchard	Remarques sur la trypanosomiase d'un Européen.	1931	29	932
3596	AHMC-29-933	F	 Pasteur	Utilisation de la chaleur solaire.	1931	29	933
3599	AHMC-29-958			 VIII. Nominations, mutations, récompenses. B. Médecins civils coloniaux	1931	29	958
3600	AHMC-30-5	M	 le Dr Huard	 I. Mémoires originaux. Les myosites et les pseudo-myosites en milieu colonial.	1932	30	5
3605	AHMC-30-34	MM. F. Guichard et C	 Aubert	 I. Mémoires originaux. Contribution à l'étude de la décoloration des huiles de palme. Application à l'amélioration du procédé indigène de préparation de ces huiles.	1932	30	34
3607	AHMC-30-59	M	 le Dr Raynal	Quelques notes médicales sur le Guatémala.	1932	30	59
3608	AHMC-30-84	MM	 les Drs Philaire et Grizaud	 II. Notes cliniques. Un cas de main bote radio-palmaire congénitale bi-latérale.	1932	30	84
3609	AHMC-30-90	MM	 les Drs Hilleret et Charpentier	 II. Notes cliniques. Considérations médico-militaires sur quelques cas de béribéri constatés au 1er bataillon sénégalais de Tananarive et au 2e bataillon malgache de Majunga du 1er régiment mixte de Madagascar.	1932	30	90
3610	AHMC-30-96	MM	 les Drs Chaigneau et Chauzy	 II. Notes cliniques. Quelques considérations sur la pneumococcie au bataillon sénégalais de Tunis.	1932	30	96
3611	AHMC-30-101			III. Chronique et notes documentaires. La peste au Sénégal en 1930	1932	30	101
3612	AHMC-30-108	M. le Dr Cazanove	 Préliminaires	 III. Chronique et notes documentaires. Le problème du rat dans le territoire de Dakar et dépendances.	1932	30	108
3615	AHMC-30-118	les rats		 III. Chronique et notes documentaires. Le problème du rat dans le territoire de Dakar et dépendances. Par M. le Dr Cazanove. Chapitre II. — Les différents repaires où se tiennent les rats. Migrations saisonnières. Chapitre III. — Les dégâts causés	1932	30	118
3616	AHMC-30-119	les rats. Chapitre IV. — Les parasites du rat	 — Affections transmises	 III. Chronique et notes documentaires. Le problème du rat dans le territoire de Dakar et dépendances. Par M. le Dr Cazanove. Chapitre III. Les dégâts causés	1932	30	119
3621	AHMC-30-141	d'autres ecto-parasites		 III. Chronique et notes documentaires. Le problème du rat dans le territoire de Dakar et dépendances. Par M. le Dr Cazanove. Peste chronique du rat. Conservation de virus pesteux chez les insectes. 4e Conservation du virus pesteux	1932	30	141
3623	AHMC-30-144			La IIe conférence internationale du rat et de la peste	1932	30	144
3624	AHMC-30-146			Comité permanent de l'office international d'hygiène publique. Session extraordinaire de mai 1931 et session ordinaire d'octobre 1931	1932	30	146
3625	AHMC-30-157			Commission de la maladie du sommeil : MM. Boyé, Jamot, Laigret, Lecomte, Ledentu, M. Leger, G. Martin. F. Mesnil, président. Jamot, Roubaud, Sice, rapporteurs. Rapport général de G. Martin	1932	30	157
3626	AHMC-30-161	M. le Professeur Hermann Wintz, et M	 Walter Rump	Mesures de protection contre les dangers résultant de l'emploi des rayons du radium, roentgen et ultra-violet.	1932	30	161
3627	AHMC-30-173			Rapport annuel de l'institut de médecine tropicale et d'hygiène publique de Calcutta pour 1929	1932	30	173
3628	AHMC-30-200			V. Information	1932	30	200
3629	AHMC-30-201			 VI. Documents administratifs	1932	30	201
3630	AHMC-30-261	M. le Dr E. Bédier et M. F	 Guichard	 I. Travaux originaux. Contribution à l'étude et à la verdunisation (procédé bunau-varilla) des eaux de distribution de la ville de Douala.	1932	30	261
3631	AHMC-30-280	M. F. Guichard et C	 Aubert	 I. Travaux originaux. Contribution à l'étude de la décoloration sur place des huiles de palme. Conséquences et applications.	1932	30	280
3632	AHMC-30-292	M. le Dr A	 de Raymond	 II. Note clinique. Un nouveau traitement des diarrhées cholériformes et éventuellement du choléra.	1932	30	292
3633	AHMC-30-296	M. le Dr Lefèvre	 Introduction	 III. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat, pendant l'année 1930.	1932	30	296
3649	AHMC-30-406	MM. Le Dr G. Lefrou, et M	 Allard	 III. Chronique documentaire. Une décade démographique (1921-1930) à Saint-Louis-du-Sénégal. Natalité, mortalité générale, mortinatalité, mortalité infantile.	1932	30	406
3656	AHMC-30-450			VII. Ier congrès international d'hygiène méditerranéenne. Marseille, 20-25 septembre 1932	1932	30	450
3657	AHMC-30-455			VIII. Nominations, promotions, mutations, récompenses. A. Corps de santé colonial	1932	30	455
3658	AHMC-30-461	M. le Dr Gaide et M	 le Dr Bodet	 I. Mémoires originaux. Note sur le fonctionnement des maternités et sur la prévention de la tuberculose, par le B. C. G. en Indochine.	1932	30	461
3659	AHMC-30-478	M	 Dr Marqueissac	Fonctionnement des équipes de prospection et de traitement du secteur de prophylaxie de la trypanosomiase au Togo.	1932	30	478
3660	AHMC-30-487	M. le Dr G	 Lefrou	L'importance de la taille assis comme base d'un indice de robusticité.	1932	30	487
3661	AHMC-30-490	M. le capitaine H	 Sergent	 I. Mémoires originaux. Contribution à l'étude d'un nouvel indice de robusticité chez les noirs (indice de Lefrou).	1932	30	490
3662	AHMC-30-493	M. J.-P. Pluchon et M. H	 Ginet	Étude sur le lait consommé à Lome (Togo).	1932	30	493
3663	AHMC-30-516	M	 le Dr Laurence	II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affections pleuro-pulmonaires.	1932	30	516
3664	AHMC-30-523	M. le Dr Laurence. I	 Étude du dossier	 II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affection pleuro-pulmonaires.	1932	30	523
3665	AHMC-30-525	la recherche des symptômes généraux		 II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affection pleibo-pulmonaires. Par M. le Dr Laurence. I. Étude du dossier. II. Examen de l'état général	1932	30	525
3666	AHMC-30-526	la recherche des symptômes généraux. III	 Nécessité d'investigations cliniques aussi complètes que possible portant sur tous les organes	 II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affection pleibo-pulmonaires. Par M. le Dr Laurence. II. Examen de l'état général	1932	30	526
3667	AHMC-30-528	M. le Dr Laurence. III. Nécessité d'investigations cliniques aussi complètes que possible portant sur tous les organes. IV	 Signes tirés de la radiographie et de l'examen radioscopique	 II. Notes cliniques. L'invasion primitive tuberculeuse chez le tirailleur sénégalais et ses rapports avec les séquelles d'affection pleibo-pulmonaires.	1932	30	528
3669	AHMC-30-532	M	 le Médecin Capitaine Ott	 II. Notes cliniques. Les deux types d'évolution de la fièvre bilieuse hémoglobinurique au Laos.	1932	30	532
3670	AHMC-30-546	M. le Dr Lefèvre	 Pneumococcies	 III. Chroniques documentaires. Les maladies transmissibles dans les colonies françaises et territoires sous mandat pendant l'année 1930 (suite).	1932	30	546
3681	AHMC-30-569			La pneumonie sur les chantiers du chemin de fer «Congo-Océan», Extrait d'un rapport sur la main-d'oeuvre indigène et asiatique de M. le médecin général Bouffard	1932	30	569
3682	AHMC-30-577	A	 Fribourg-Blanc	Psychonévroses de guerre.	1932	30	577
3683	AHMC-30-581	G	 Bourguignon et Mlle Peel	Note préliminaire relative à l'administration de plasmochine associée à la quinine en vue de l'assainissement des régions impaludées de tierce tropicale.	1932	30	581
3684	AHMC-30-582	Manca		Le quinetum dans le traitement du paludisme.	1932	30	582
3685	AHMC-30-583	F	 Rocchi	Réactions intradermiques à formation d'anticorps vis-à-vis du pigment malarique.	1932	30	583
3686	AHMC-30-584	F.-M.-A	 Legendre	Étude de l'index du paludisme à Tananarive.	1932	30	584
3687	AHMC-30-585	S. Adler et O	 Théodor	Recherches sur le Kala-azar méditerranéen.	1932	30	585
3688	AHMC-30-588			Observations nouvelles sur le développement du parasite de la leishmaniose viscérale du chien, chez un Phlebotome (Phlebotomus Perniciosus)	1932	30	588
3689	AHMC-30-589	P	 Girard et Mlle Coulange	Le traitement du Kala-azar chez l'enfant.	1932	30	589
3690	AHMC-30-590	Simmons		Nos dernières acquisitions au sujet de la Dengue.	1932	30	590
3691	AHMC-30-591	A	 Dubois	Traitement de l'infection de la souris par Sp. Duttoni, au moyen du Solganal et du Solganal B.	1932	30	591
3692	AHMC-30-592	Mac Kinley		Le rôle des bactéries dans la lymphangite filarienne aiguë.	1932	30	592
3693	AHMC-30-593	G. Stuart et K -S	 Krikorian	Deux cas anormaux de rage chez l'homme.	1932	30	593
3694	AHMC-30-601			VII. Informations	1932	30	601
3695	AHMC-30-635	M	 le Dr Mercier	 I. Mémoires originaux. Notes sur les résultats obtenus dans le traitement du paludisme par l'emploi de la quinoplasmine.	1932	30	635
3700	AHMC-30-653	M	 le Dr Fréville	Contribution à l'épidémiologie de la peste en Cochinchine.	1932	30	653
3701	AHMC-30-654	M. le Dr Fréville. I	 Généralités	 I. Mémoires originaux. Contribution à l'épidémiologie de la peste en Cochinchine.	1932	30	654
3706	AHMC-30-679	M	 Nguyen-Kim-Kinh	Dosage rapide et précis des acides aminés et des polypeptides dans le Nuoc-Mam. Par M. M.-J.-C.Peirier et	1932	30	679
3707	AHMC-30-694	M	 le Dr Fabry	Réflexions cliniques sur 163 cas de béribéri.	1932	30	694
3708	AHMC-30-708	M	 le Dr Bonhaud	Essai sur les affections mentales chez les indigènes des troupes coloniales en France.	1932	30	708
3709	AHMC-30-712	M. le Dr Bonhaud. II. Mentalité de l'indigène normal	 Formation des complexes	 I. Mémoires originaux. Essai sur les affections mentales chez les indigènes des troupes coloniales en France.	1932	30	712
3713	AHMC-30-723	M. le Dr V	 Brégi	Cuti-réaction à la tuberculine et séro-floculation à la résorcine chez les indigènes de Douala. Par M. le Dr E. Bédier et	1932	30	723
3714	AHMC-30-727			II. Chronique documentaire. Essai de prophylaxie de la rougeole dans un camp de travailleurs indigènes	1932	30	727
3715	AHMC-30-730	MM	 N'Guyen-Van-Hoai et Co-Quat-Gia	Intoxication mortelle par ingestion d'oeufs de crapaud. Par M. le Dr André Augagneur et	1932	30	730
3716	AHMC-30-733	MM	 N'Gugen-Van-Hoai et Co-Quat-Gia	 II. Chronique documentaire. Réaction par la siliquid dans le liquide céphalo-rachidien. Par M. le Dr André Augagneur et	1932	30	733
3717	AHMC-30-736	M	 le Dr Colin	Considérations générales sur les causes qui ont pu influencer l'état sanitaire en Mauritanie.	1932	30	736
3718	AHMC-30-740			Congrès international d'hygiène méditerranéenne, du 19 au 24 septembre 1932	1932	30	740
3719	AHMC-30-743			La mission Rockfeller de la fièvre jaune en A. O. F. (avril-mai 1932.) Extrait du rapport de M. le Dr Durieux	1932	30	743
3720	AHMC-31-5	R. Pons et M	 Advier	 I. Mémoires originaux. Méthode expérimentale d'étude du pouvoir immunisant d'un vaccin anti-pesteux. Son application à un vaccin huileux et à un vaccin aqueux. Recherche de la phase négative et de l'action anergisante de la vaccination anti-pesteuse.	1933	31	5
3723	AHMC-31-21	R. Pons et M. Advier. Chapitre II. Protocole des essais	 Études complémentaires	 I. Mémoires originaux. Méthode expérimentale d'étude du pouvoir immunisant d'un vaccin anti-pesteux. Son application à un vaccin huileux et à un vaccin aqueux.	1933	31	21
3725	AHMC-31-25	M. Vaucel. I. Les trypanosomes polymorphes	 — Leurs relations et l'adaptation à l'homme	 I. Mémoires originaux. Les acquisitions nouvelles dans l'étude des trypanosomiases.	1933	31	25
3737	AHMC-31-63	M. J	 Tisseuil	Le problème de la lèpre en 1932.	1933	31	63
3738	AHMC-31-68	M	 Berny	 I. Mémoires originaux. Création et organisation d'un village de lépreux au Moyen-Congo.	1933	31	68
3739	AHMC-31-78	M	 Ferré	 I. Mémoires originaux. Préparation anti-lépreuse à partir d'huiles de caloncobas du Cameroun.	1933	31	78
3740	AHMC-31-83	M	 Millous	La valeur numérique de l'homme et l'utilisation de l'indice pignet chez les noirs et en particulier chez les togolais.	1933	31	83
3741	AHMC-31-93	MM	 Laquieze et Berny	II. Chronique documentaire. La parfaite tolérance du noir pour la ponction lombaire et sa réalisation très pratique dans un secteur de prophylaxie en A. E. F.	1933	31	93
3742	AHMC-31-96	MM	 Laquieze et Berny	Note sur onze observations de trypanosomés atteints de frigidité génitale.	1933	31	96
3743	AHMC-31-100	MM	 Laquieze et Berny	Note sur l'arrêt des menstruations chez les trypanosomées.	1933	31	100
3744	AHMC-31-102	le Dr Lavier		 II. Chronique documentaire. La pathologie des îles Saint-Pierre et Miquelon.	1933	31	102
3745	AHMC-31-123	Marque	 Introduction	 I. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1931.	1933	31	123
3750	AHMC-31-325	M. J	 Laigret	 I. Mémoires originaux. La vaccination contre la fièvre jaune.	1933	31	325
3751	AHMC-31-336	M	 Bauvallet	 I. Mémoires originaux. La tuberculose chez les noirs de l'Afrique occidentale française, ses formes chirurgicales constatées en Europe.	1933	31	336
3768	AHMC-31-364	M	 le Dr Fabry	Asthénie tropicale à manifestation hypotensive élective.	1933	31	364
3769	AHMC-31-372	MM. Talec et N	 Nadessin	 II. Chroniques documentaires. Le fonctionnement de la maternité de l'hôpital colonial de Pondichéry pendant l'année 1932.	1933	31	372
3770	AHMC-31-375	MM. Talec et N. Nadessin	 Chapitre premier	 II. Chroniques documentaires. Le fonctionnement de la maternité de l'hôpital colonial de pondichéry pendant l'année 1932.	1933	31	375
3774	AHMC-31-388	M	 Lefèvre	 II. Chroniques documentaires. La climatologie du Togo.	1933	31	388
3775	AHMC-31-396	M	 Lefèvre	 II. Chroniques documentaires. Les services d'hygiène au Togo.	1933	31	396
3776	AHMC-31-407	M	 Huchon	 II. Chroniques documentaires. Note sur un traitement accessoire des rectites chroniques.	1933	31	407
3777	AHMC-31-445	M. Peyre. I	 Introduction	 I. Mémoires originaux. Les problèmes de l'assistance mentale aux colonies.	1933	31	445
3780	AHMC-31-497	M. H	 Aubin	 I. Mémoires originaux. Les problèmes de l'assistance mentale aux colonies. Par M. Peyre. Deuxième partie. Réalisations en cours et projets. De quelques aspects des psychoses dans l'Inde.	1933	31	497
3781	AHMC-31-512	M. le Dr Pales. A	 Les myosites et les pseudo-myosites sans état septicémique	 I. Mémoires originaux. Les myosites et les pseudomyosites dans le milieu indigène en Afrique équatoriale française.	1933	31	512
3785	AHMC-31-531	M	 le Dr Durand	 I. Mémoires originaux. L'aviation sanitaire en Afrique équatoriale française.	1933	31	531
3786	AHMC-31-536	M	 Phiquepal d'Arusmont	 II. Notes documentaires. Sur un cas de réveil tardif de paludisme constaté à Saint-Pierre et Miquelon.	1933	31	536
3787	AHMC-31-538	M	 Pierre Chesneau	 II. Notes documentaires. Le rayonnement des infirmeries d'une province du Sud-Annam.	1933	31	538
3788	AHMC-31-543	M	 Gaulène	 II. Notes documentaires. Coutumes pahouines et médecine sociale au Gabon.	1933	31	543
3789	AHMC-31-551	M	 Grizaud	Quelques réflexions sur une léproserie de l'atlantique (la désirade guadeloupe.).	1933	31	551
3790	AHMC-32-5	le Dr A	 Gauducheau	 I. Mémoires originaux. Note sur la prophylaxie antivénérienne individuelle présentée à la commission consultative au ministère des colonies le 30 janvier 1934.	1934	32	5
3791	AHMC-32-17	M. Bouillat	 Premier chapitre	L'huile de chaulmoogra, son rôle dans le traitement de la lèpre, sa fabrication à la pharmacie du gouvernement de Pondichéry.	1934	32	17
3792	AHMC-32-21	M. Bouillat. Premier chapitre	 Deuxième chapitre	 I. Mémoires originaux. L'huile de chaulmoogra, son rôle dans le traitement de la lèpre, sa fabrication à la pharmacie du gouvernement de Pondichéry.	1934	32	21
3797	AHMC-32-46	M. le Dr Jonchère	 Le Paludisme en Yougoslavie	Quelques conceptions actuelles sur l'épidémiologie et le traitement du paludisme.	1934	32	46
3798	AHMC-32-50	M. le Dr Jonchère	 Le Paludisme en Italie	 I. Mémoires originaux. Quelques conceptions actuelles sur l'épidémiologie et le traitement du paludisme.	1934	32	50
3804	AHMC-32-70	M	 le Dr Millous	 I. Mémoires originaux. Note sur le rhumatisme aigu et les particularités des arthrites aiguës sous les tropiques.	1934	32	70
3805	AHMC-32-78			II. Notes documentaires. L'état actuel de la vaccination contre la fièvre jaune	1934	32	78
3806	AHMC-32-84	le B.C.G	 aux colonies	La vaccination	1934	32	84
3807	AHMC-32-87	M	 Ferré	Le Tsembal plante galactogène des foulbés.	1934	32	87
3808	AHMC-32-91			Géographie médicale. Mutilations génitales pratiquées dans certaines tribus des Indes néerlandaises	1934	32	91
3809	AHMC-32-96	la Commission du Paludisme de la Société des Nations		 II. Notes documentaires. Plan de recherches sur le paludisme	1934	32	96
3810	AHMC-32-103	le Capitaine Maude		La guerre chimique dans l'antiquité.	1934	32	103
3811	AHMC-32-104	Gordon A	 Ryrie	Note préliminaire sur l'action de certains colorants dans la lèpre.	1934	32	104
3812	AHMC-32-105	H	 de Marquelissac	Emploi de la médication mixte conjuguée : 205 Bayer, 309 Fourneau, Tryparsamide dans le traitement des réinfections sanguines ou des échecs cliniques constatés chez les malades atteints de trypanosomiase à virus gambiense.	1934	32	105
3813	AHMC-32-107	L	 Van Hoof	Essai d'un nouveau dérivé antimoine organique, Dn 12, dans la trypanosomiase humaine.	1934	32	107
3814	AHMC-32-108	L	 van Hoof	Un nouveau dérivé antimonié organique, le Dn 18, dans la trypanosomiase humaine.	1934	32	108
3815	AHMC-32-109	Zchwetz, Baumann et Peel		Sur un essai de quininisation chez des nourrissons noirs.	1934	32	109
3816	AHMC-32-114	Occhino et Kernkamp		Le traitement de quelques affections et notamment du pian par les injections intraveineuses de sulfate de cuivre.	1934	32	114
3817	AHMC-32-115	Sir S. R	 Christophers	Habitation et paludisme.	1934	32	115
3818	AHMC-32-136			V. Communications diverses	1934	32	136
3819	AHMC-32-153	le Médecin-Colonel Grosfillez		 I. Chronique documentaire. Les principales maladies observées dans les colonies françaises et territoires sous mandat en 1932.	1934	32	153
3825	AHMC-32-268	P	 Rode, Docteur ès Sciences	Contribution à l'étude des mammifères vecteurs de la peste. Détermination de quelques espèces.	1934	32	268
3826	AHMC-32-272			Note succincte sur les tumeurs malignes observées dans les colonies françaises en 1932	1934	32	272
3827	AHMC-32-285	MM. G. Girard et J	 Robic	 I. Travaux originaux. Vaccination contre la peste au moyen d'une souche de bacilles de Yersin vivants, de virulence atténuée.	1934	32	285
3828	AHMC-32-293	M. le Médecin Capitaine J.-P. Léger	 Introduction	 I. Travaux originaux. Une saison de peste en brousse malgache.	1934	32	293
3835	AHMC-32-309	MM. le Médecin Capitaine H.-M. Monier, le Dr R. Guy, Médecin de l'Assistance, et le Médecin Lieutenant M	 Ros	 I. Travaux originaux. Renseignements sur le paludisme recueillis dans les régions de Luang-Prabang et Paklay, au Laos.	1934	32	309
3838	AHMC-32-328	M. V	 Labernadie	 I. Travaux originaux. Essais de traitement de lépreux par des injections intraveineuses d'huile de chaulmoogra.	1934	32	328
3839	AHMC-32-338	M	 le Médecin Lieutenant Bertrand	 I. Travaux originaux. Les maladies des yeux en pays Cabrais (Nord-Togo).	1934	32	338
3840	AHMC-32-350	M	 le Médecin Commandant Cartron	 I. Travaux originaux. Étude démographique comparée des pays Bamilléké et Bamoum (Caméroun).	1934	32	350
3841	AHMC-32-364	M	 le Médecin Commandant Gaulène	 II. Notes documentaires. L'étiologie des maladies et l'influence des sorciers chez les pahouins.	1934	32	364
3842	AHMC-32-370	M	 le Pharmacien Commandant Guichard	Contribution à l'étude générale des terres de surface du Caméroun.	1934	32	370
3843	AHMC-32-379	M	 le Pharmacien Capitaine Dantec	 II. Notes documentaires. Nouvelle réaction de l'antipyrine, son application à sa recherche et son dosage dans le pyramidon.	1934	32	379
3844	AHMC-32-382	M	 le Pharmacien Capitaine Dantec	 II. Notes documentaires. Note au sujet de la solution de xanthydrol dans l'alcool méthylique pour le dosage de l'urée.	1934	32	382
3845	AHMC-32-384	MM	 le Pharmacien Capitaine Dantec et le Pharmacien Lieutenant Giboin	Étude de stabilité du carburant national à la colonie.	1934	32	384
3846	AHMC-32-395	le médecin capitaine Dudley		Possibilité de l'extension de la fièvre jaune en Asie. — Le point de vue biologique.	1934	32	395
3847	AHMC-32-402	l'Allergine du professeur Jousset		Péricardite tuberculeuse guérie par le traitement	1934	32	402
3848	AHMC-32-403			Rétrécissement congénital de l'artère pulmonaire. — A propos de six observations	1934	32	403
3849	AHMC-32-404	P	 Guéniot	Sur la valeur pratique de la réaction de Bordet-Wassermann pendant la grossesse et les suites de couches.	1934	32	404
3850	AHMC-32-406	Silberschmidt		Essais d'immunisation par inhalation.	1934	32	406
3851	AHMC-32-412	M	 Mathis	Sensibilité du cobaye au virus de la fièvre jaune.	1934	32	412
3852	AHMC-32-413	S	 Crawford	Un cas d'amibiase cutanée.	1934	32	413
3853	AHMC-32-414	Van Nitsen		Pian et syphilis.	1934	32	414
3854	AHMC-32-415	H. P	 Froes	Sur un cas très rare de filaire de Bancroft.	1934	32	415
3855	AHMC-32-416	Gossens		Un nouveau mode de traitement des ulcères variqueux.	1934	32	416
3856	AHMC-32-417	A	 Mills et Cordelia Cole	Coup de chaleur ; étude expérimentale.	1934	32	417
3858	AHMC-32-441	M. le médecin commandant Advier. I	 Le virus amaril neurotrope de la souris blanche	 I. Travaux originaux. Étude expérimentale de la fièvre jaune(1).	1934	32	441
3862	AHMC-32-472	MM. les médecins capitaines. G. Saleun et H. M	 Monier	Renseignements et techniques particulières recueillis à l'école italienne de malariologie.	1934	32	472
3863	AHMC-32-473	MM. les médecins capitaines. G. Saleun et H. M. Monier	 Méthode de coloration de Césaris-Demel	 I. Travaux originaux. Renseignements et techniques particulières recueillis à l'école italienne de malariologie.	1934	32	473
3872	AHMC-32-491	la plasmoquine		 I. Travaux originaux. Renseignements et techniques particulières recueillis à l'école italienne de malariologie. Par MM. les médecins capitaines. G. Saleun et H. M. Monier. Sur la présence d'anticorps dans le paludisme. Expériences récentes de Neuman. Stérilisation des gamètes	1934	32	491
3873	AHMC-32-493	M. le pharmacien commandant V. Dufour et M. le médecin capitaine N	 Gourry	Les troubles de suralimentation du nourrisson indigène en A.O.F. Étude clinique et chimique des laits maternels indigènes.	1934	32	493
3874	AHMC-32-494	M. le pharmacien commandant V. Dufour et M. le médecin capitaine N. Gourry	 I	 I. Travaux originaux. Les troubles de suralimentation du nourrisson indigène en A.O.F. Étude clinique et chimique des laits maternels indigènes.	1934	32	494
3877	AHMC-32-546			 II. Chronique documentaire. Notions pratiques sur les succédanés de la quinine dans le traitement du paludisme	1934	32	546
3878	AHMC-32-552	M.-E	 Farinaud	 II. Chronique documentaire. Les possibilités de l'atébrine en prophylaxie collective(1).	1934	32	552
3879	AHMC-32-559	M	 le médecin capitaine Grall	La protection de l'enfance à Bambari (A. É. F.).	1934	32	559
3880	AHMC-32-564	M	 le Dr Laouilheau	 II. Chronique documentaire. Vaccination antituberculeuse par le B.C.G. dans la circonscription du chemin de fer en Afrique équatoriale française.	1934	32	564
3881	AHMC-32-567	MM. les médecins capitaines Jolly, Ouary et M	 le médecin lieutenant Machelidon	 II. Chronique documentaire. Néphrite hydropigène. Décapsulation du rein gauche. Guérison.	1934	32	567
3882	AHMC-32-572	M	 le médecin lieutenant Gaignaire	Confusion mentale. Mélancolie anxieuse et mélancolie délirante curable d'origine paludéenne.	1934	32	572
3883	AHMC-32-574	M	 le médecin lieutenant Lafleur	Contribution à l'étude des croyances des indigènes de la Haute Sangha au sujet du pian.	1934	32	574
3884	AHMC-32-579	M	 le médecin lieutenant Lafleur	Étude sommaire d'un fruit de brousse, le «Bellé».	1934	32	579
3885	AHMC-32-581	M	 Ochotine	L'art médical indigène au Congo français.	1934	32	581
3886	AHMC-32-593	Greig, Van Roogen et Hendry		La réaction sérologique de mélano-précipitation dans la malaria.	1934	32	593
3887	AHMC-32-596	L.-A	 Robin	Ce qu'il faut entendre par «assainissement spontané» de plantations en Indochine méridionale. — De la prémunition chez l'adulte.	1934	32	596
3888	AHMC-32-597	L.-A	 Robin	Résultats pratiques de la prophylaxie antipalustre en général et de la lutte antilarvaire en particulier sur quelques exploitations agricoles en Indochine méridionale.	1934	32	597
3889	AHMC-32-598	le Professeur Ilvento		L'assainissement des marais Pontins.	1934	32	598
3890	AHMC-32-600	Murgatroyd, H. Russel et W	 Yorke	Le pouvoir trypanocide du sérum de lapin après injection intraveineuse de composés arsenicaux.	1934	32	600
3891	AHMC-32-601	Rameses Girgès		Facteurs pathogéniques dans l'ascaridiose.	1934	32	601
3892	AHMC-32-604	J. Rodriguez et F	 Plantilla	La réaction à l'histamine pour le diagnostic de la lèpre au début.	1934	32	604
3893	AHMC-33-5	M	 le Dr Cartron	 I. Mémoires originaux. Étude sur la lèpre, dans la circonscription de Dschang (Cameroun). Bamoums et Bamillékés.	1935	33	5
3898	AHMC-33-24	M	 le Dr Aubin	Conceptions nosologiques actuelles en psychiatrie.	1935	33	24
3899	AHMC-33-34	E	 Monnier	Les préparations à base de graines de soja, dans l'alimentation des annamites.	1935	33	34
3900	AHMC-33-39	E. Monnier	 Le lait de soja	 I. Mémoires originaux. Les préparations à base de graines de soja, dans l'alimentation des annamites.	1935	33	39
