,article_id,article_auteur,article_detail,article_titre,revue_annee,revue_numero,article_page
75,AHMC-33-363,M, le Dr Cavalade,Géographie médicale. Rapport sur une tournée effectuée dans la région de Niamey (Niger) par le groupe mobile d'hygiène en juin-juillet 1933.,1935,33,363
76,AHMC-33-364,M. le Dr Cavalade, Itinéraire et horaire des déplacements, I. Mémoires originaux. Géographie médicale. Rapport sur une tournée effectuée dans la région de Niamey (Niger) par le groupe mobile d'hygiène en juin-juillet 1933.,1935,33,364
82,AHMC-33-385,M. le Dr Hermant. Extrait du rapport annuel pour l'année 1932, Cochinchine, II. Chronique documentaire. Protection sanitaire des travailleurs en Indochine.,1935,33,385
87,AHMC-33-407,,, II. Chronique documentaire. Les conceptions indigènes de la tuberculose en Indochine,1935,33,407
88,AHMC-33-420,M, le Dr Vivie, II. Chronique documentaire. Une année démographique à Madagascar.,1935,33,420
89,AHMC-33-429,M, Louis Lapayre,Le climat de Djibouti(1).,1935,33,429
90,AHMC-33-436,,, II. Chronique documentaire. Résultats des recherches concernant le test de protection contre la fièvre jaune dans les colonies françaises d'Afrique,1935,33,436
91,AHMC-33-446,,,Deux observations de fièvre jaune chez des indigènes de la région de Toumodi (Côte d'Ivoire),1935,33,446
92,AHMC-33-448,M, le Dr Georges Grall,Note sur le bakandjia ou fièvre rouge congolaise.,1935,33,448
93,AHMC-33-451,M, le Dr Maurice Philaire,Quelques cas d'hépatites suppurées observés à la Guadeloupe.,1935,33,451
94,AHMC-33-455,M. le Dr F, Borrey,Deux observations d'arthrodèse par greffon tibial (voie antérieure) pour coxalgie en évolution.,1935,33,455
95,AHMC-33-457,le Dr C. C, Pierce,III. Analyses. Épidémiologie et données scientifiques nouvelles concernant la fièvre jaune.,1935,33,457
96,AHMC-33-459,J, Laigret,Immunisation contre la fièvre jaune.,1935,33,459
97,AHMC-33-460,Schwetz et Peel,,Paludisme congénital et infections placentaires chez les nègres de l'Afrique centrale.,1935,33,460
98,AHMC-33-461,White et Adhikari,,Traitement antigamétocyte associé à la lutte antilarvaire.,1935,33,461
99,AHMC-33-462,Field,, III. Analyses. Notes sur le totaquina.,1935,33,462
100,AHMC-33-463,Jatsenko,,Emploi de la chloropicrine comme destructeur de larves de moustiques.,1935,33,463
101,AHMC-33-464,H. C. S, Morin,Note préliminaire sur un dispositif économique pour la destruction des larves d'anophèles dans certains ruisseaux.,1935,33,464
102,AHMC-33-465,Charters,,Étude clinique de la rate dans la fièvre bilieuse hémoglobinurique.,1935,33,465
103,AHMC-33-468,L. H, Fréville,Note relative à quelques essais d'injections intraveineuses de solution iodo-iodurée dans la lèpre. — Premiers résultats.,1935,33,468
104,AHMC-33-469,Nash,,Efficacité du débroussaillement contre les tsés-tsés.,1935,33,469
105,AHMC-33-471,Barrett,,"Note sur l'épidémiologie de la maladie du sommeil, se référant en particulier à la situation du district de l'ouest du Nil (Ouganda).",1935,33,471
106,AHMC-33-472,Raingeard,,Traitement par l'hyposulfite de soude des troubles oculaires dus aux trypanocides.,1935,33,472
107,AHMC-33-473,Hitsuko Shin,,Étude sur le béribéri pendant la grossesse et dans la première enfance.,1935,33,473
108,AHMC-33-474,W. C, Aalsmefr,Contribution à la pathogénie du béribéri.,1935,33,474
109,AHMC-33-477,,,Hydropysie épidémique,1935,33,477
110,AHMC-33-478,Smith et Elmes,,500 cas de tumeurs malignes chez les Indigènes de Nigeria.,1935,33,478
111,AHMC-33-484,le Dr C. C, Pierce,Nouvelles recherches sur la vaccination antivariolique.,1935,33,484
112,AHMC-33-485,"Ramon, Nélis et leurs collaborateurs",,L'immunité antidiphtérique chez les noirs du Congo Belge.,1935,33,485
114,AHMC-33-491,,," V. Promotions, nominations",1935,33,491
115,AHMC-33-501,M. le Dr Sorel, Le paludisme et les troupes dans les principales garnisons du Haut-Tonkin, I. Travaux originaux. Étude sur le paludisme dans les milieux militaires du Tonkin.,1935,33,501
117,AHMC-33-526,M. le Dr A, Seyberlich, I. Travaux originaux. Que doit-on attendre de la réaction de Vernes resorcine pour le dépistage de la tuberculose au moment de l'incorporation des contingents malgaches.,1935,33,526
118,AHMC-33-532,M, le Dr Louis Déjou,Aperçu sur la pathologie chirurgicale de la Guadeloupe.,1935,33,532
119,AHMC-33-552,M. le Dr G, Ledentu, I. Travaux originaux. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1933.,1935,33,552
122,AHMC-33-600,,,II. Maladies endémo-épidémiques,1935,33,600
123,AHMC-33-699,,,III. Maladies transmissibles communes à la Métropole et aux Colonies,1935,33,699
125,AHMC-33-736,,,IV. Maladies sociales,1935,33,736
126,AHMC-33-817,M. le Dr H, Aubin, II. Chronique documentaire. La ponction sous-occipitale. Procédé de choix pour le prélèvement du L.C.R.,1935,33,817
127,AHMC-33-822,M, le Dr Grosperrin,Quelques coutumes Éwé (territoire du Togo) en matière d'accouchement.,1935,33,822
128,AHMC-33-830,M. J. Lancepleine et M. P, de Souza, II. Chronique documentaire. Utilisation du beurre de karité et de l'huile du palme en pharmacie galénique.,1935,33,830
129,AHMC-33-836,M, Pierre Dantec,Note de laboratoire sur l'emploi des bouchons de palétuvier.,1935,33,836
130,AHMC-33-838,M, le Dr Talec,Sur un nouveau cas de sodoku à Pondichéry.,1935,33,838
131,AHMC-33-840,,,III. Analyses. Nouvelles études sur la fièvre jaune,1935,33,840
132,AHMC-33-842,MM, Blanc et Maurice Gaud,La vaccination contre le typhus exanthématique au Maroc. Premières applications de la méthode par vaccin bilié vivant.,1935,33,842
133,AHMC-33-843,Stanley de Sylva,,Observations sur quelques cas intéressants survenus pendant l'épidémie de malaria à Ceylan.,1935,33,843
135,AHMC-33-850,,,"V. Promotions, nominations",1935,33,850
136,AHMC-33-857,M. le Dr Sorel. A, La création d'une commission et son oeuvre, I. Mémoires originaux. La lutte contre les maladies vénériennes au Tonkin et principalement à Hanoï-Haïphong.,1935,33,857
138,AHMC-33-898,M. le Dr G, Girard," I. Mémoires originaux. La lutte contre les maladies vénériennes au Tonkin et principalement à Hanoï-Haïphong. Par M. le Dr Sorel. B. L'action particulière des pouvoirs militaires. Création d'un dispensaire de Vernes. Résultats de la campagne de vaccination antipesteuse, par germes vivants, effectuée à Madagascar (8 octobre 1934-10 mai 1935).",1935,33,898
139,AHMC-33-899,M. le Dr G. Girard, 1° Organisation de la campagne de vaccination," I. Mémoires originaux. Résultats de la campagne de vaccination antipesteuse, par germes vivants, effectuée à Madagascar (8 octobre 1934-10 mai 1935).",1935,33,899
145,AHMC-33-919,M. le Dr M.-E, Farinaud,La lutte contre le paludisme dans les colonies françaises.,1935,33,919
146,AHMC-33-920,M. le Dr M.-E. Farinaud. Première partie, Exposé de la situation actuelle, I. Mémoires originaux. La lutte contre le paludisme dans les colonies françaises.,1935,33,920
149,AHMC-33-969,M. le Dr M, Peltier,Éducation hygiénique des populations indigènes. Propagande en faveur de l'hygiène sociale.,1935,33,969
150,AHMC-33-976,M. le Dr V, Huot,«Barnavaux» d'hier et d'aujourd'hui. Étude médico-psychologique du soldat colonial de métier. Conférence de garnison faite aux officiers de l'armée active et de complément de la place de Tananarive.,1935,33,976
151,AHMC-33-998,M. le Dr E, Massal,Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,998
152,AHMC-33-999,M. le Dr E. Massal, Archipel des Gambier, I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,999
153,AHMC-33-100,M. le Dr E. Massal. Archipel des Gambier, Archipel des Tuamotu rattachées aux Gambier,4 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,100
154,AHMC-33-100,M. le Dr E. Massal. Archipel des Tuamotu rattachées aux Gambier, Ile Reao,7 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,100
155,AHMC-33-100,M. le Dr E. Massal. Ile Reao, Ile Puka-Ruha,9 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,100
156,AHMC-33-101,M. le Dr E. Massal. Ile Puka-Ruha, Ile de Tatakoto,1 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,101
158,AHMC-33-101,M. le Dr E. Massal. Ile de Vahitahi, Ile de Nukutavake,8 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,101
159,AHMC-33-102,M. le Dr E. Massal. Ile de Nukutavake, Ile de Tureia,0 I. Mémoires originaux. Géographie médicale des îles Gambier et Tuamotu rattachées.,1935,33,102
160,AHMC-33-102,M. le Dr E, Massal,La lèpre dans les îles Tuamotou rattachées aux Gambier (îles Reao et Puka-Ruha).,1935,33,102
161,AHMC-33-103,M. F, Guichard,La réaction de Schardinger sur les laits de Cochinchine.,1935,33,103
162,AHMC-33-105,M. P, Dantec,"1 I. Mémoires originaux. Les laits, beurres, crèmes et fromages du Cameroun.",1935,33,105
163,AHMC-33-105,M. le Dr P, Passa,"II. Chronique documentaire. Maternités et protection de l'enfance au Sénégal, en 1934.",1935,33,105
164,AHMC-33-106,M. le Dr V, Labernadie,"3 II. Chronique documentaire. Compte rendu du IIIe Congrès international d'aviation sanitaire (Bruxelles, 10-15 juin 1935).",1935,33,106
165,AHMC-33-107,M. le Dr A, Le Bihan,Un cas de rage humaine dans l'Oubangui.,1935,33,107
166,AHMC-33-108,M. le Dr G, Nicolle,0 II. Chronique documentaire. Un cas de fécondité quadri-gémellaire chez une femme de race pygmée.,1935,33,108
167,AHMC-33-108,S. P, James,3 III. Analyses. Épidémiologie de la fièvre jaune.,1935,33,108
168,AHMC-33-108,Ch, Nicolle et Laigret,La vaccination contre la fièvre jaune par le virus vivant desséché et enrobé.,1935,33,108
169,AHMC-33-108,"M. Bustamente, G. Varela, F", Rios-Néri,Séro-prévention du typhus exanthématique.,1935,33,108
170,AHMC-33-108,le Dr René Van Nitjel,,Le paludisme chez l'enfant indigène.,1935,33,108
171,AHMC-33-108,Barneoud,,Le traitement de la bilharziose vésicale par le Dn 7 et le Dn 18.,1935,33,108
172,AHMC-33-109,M.-I.-R, Montel et Trunng-Van-Que,Le carbone animal intraveineux dans le traitement des accès aigus fébriles de la lymphagite chronique éléphantiasigène des pays chauds.,1935,33,109
173,AHMC-33-109,L. Bogliolo et Z,Greco,Sur la spécificité et la valeur pratique de quelques réactions humorales pour le diagnostic de la leishmaniose viscérale.,1935,33,109
174,AHMC-33-109,W, Van Slype,La réaction de Dick au Congo Belge.,1935,33,109
175,AHMC-33-109,J. Genevray et J, Dodero,Note sur un enfant né d'une mère en état de rage.,1935,33,109
176,AHMC-33-109,M. A. Vaudremer et Mlle C, Brun,La culture du bacille de Hansen.,1935,33,109
177,AHMC-33-109,Laquintinie,,5 III. Analyses. La mélioïdose.,1935,33,109
179,AHMC-33-109,,,VIIIe Congrès International de Médecine et de Pharmacie militaires,1935,33,109
181,AHMC-33-110,,,VII. Divers,1935,33,110
0,AHMC-34-5,M. le Dr V. L. Huot. I, Historique, I. Mémoires originaux. L'aliénation mentale à Madagascar.,1936,34,5
2,AHMC-34-23,affections mentales des sujets observés à l'asile pendant les années 1933 et 1934,, I. Mémoires originaux. L'aliénation mentale à Madagascar. Par M. le Dr V. L. Huot. II. Fréquence des troubles mentaux dans la population indigène de Madagascar. III. Répartition,1936,34,23
3,AHMC-34-30,affections mentales des sujets observés à l'asile pendant les années 1933 et 1934. IV, Considérations étiologiques, I. Mémoires originaux. L'aliénation mentale à Madagascar. Par M. le Dr V. L. Huot. III. Répartition,1936,34,30
4,AHMC-34-39,le médecin général inspecteur Sorel,, I. Mémoires originaux. La diphtérie et la prophylaxie antidiphtérique dans les colonies françaises. Note présentée,1936,34,39
9,AHMC-34-59,MM," les Drs Alain, Cavalade, Ginieys et Rougé", I. Mémoires originaux. Rapport sur le voyage d'études malariologiques effectué en Italie sous les auspices de la S. D. N.,1936,34,59
10,AHMC-34-74,M, le Dr Decay,Le salicylate de bismuth dans le traitement de la syphilis.,1936,34,74
11,AHMC-34-86,M. E, Monnier, I. Mémoires originaux. Note sur la fermentescibilité du lait de soja.,1936,34,86
12,AHMC-34-89,,,II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934,1936,34,89
13,AHMC-34-93,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Afrique Occidentale Française,1936,34,93
14,AHMC-34-102,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Territoires sous mandat,1936,34,102
15,AHMC-34-103,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Territoires sous mandat. Afrique équatoriale française,1936,34,103
16,AHMC-34-107,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Afrique équatoriale française. Indochine,1936,34,107
17,AHMC-34-121,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Indochine. Groupe de l'Océan Indien,1936,34,121
18,AHMC-34-128,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Groupe de l'Océan Indien. Groupe de l'Océan Pacifique,1936,34,128
19,AHMC-34-129,,, II. Chronique documentaire. Protection de la maternité et de l'enfance indigène dans les colonies françaises en 1934. Groupe de l'Océan Pacifique. Groupe de l'Océan Atlantique,1936,34,129
20,AHMC-34-134,M, le Dr Capéran, II. Chronique documentaire. Au sujet d'un cas de mort subite par anévrysme partiel du coeur observé en 1932.,1936,34,134
21,AHMC-34-137,M, le Dr Nouaille-Degorce,Note sur le poste maître de la délégation de Dak Dam (Annam).,1936,34,137
22,AHMC-34-143,M, le Dr Van Campenhout,Considérations sur le diagnostic de «variola major» et de «variola minor».,1936,34,143
23,AHMC-34-144,Hennesey,,Le typhus dans l'Ouganda.,1936,34,144
24,AHMC-34-145,J. Percher et S, Casier,  III. Analyses. Le typhus exanthématique au Ruanda-Urundi (Congo belge).,1936,34,145
25,AHMC-34-147,A. Dubois et G, Noël,Essais d'immunité avec la souche de typhus exanthématique de l'Urundi.,1936,34,147
26,AHMC-34-148,"James, Nicol et Shute",,Spécificité de plasmodium ovale.,1936,34,148
27,AHMC-34-149,MM. E. Marchoux et V, Chorine,Les paludéens devant la réaction de Henry.,1936,34,149
28,AHMC-34-150,Duke (H, Lyndhurst),Étude des facteurs qui peuvent influencer la transmission des trypanosomes polymorphes par la tsétsé. — Sur la possiblité d'infection de la glossine par les trypanosomes du sang des mammifères.,1936,34,150
29,AHMC-34-151,Strongeway (Winnifried I,),Action trypanocide de deux arsenicaux K. 324 et K. 352 chez la souris et le lapin.,1936,34,151
30,AHMC-34-152,F, Reiss,Une nouvelle réaction pour le diagnostic de la lymphogranulomatose inguinale.,1936,34,152
31,AHMC-34-153,A, Sezary,Le chancre lymphogranulomateux.,1936,34,153
32,AHMC-34-154,A, Sezary,Le traitement de la maladie de Nicolas Favre par les seuls d'antimoine.,1936,34,154
33,AHMC-34-156,,,  III. Analyses. Société de médecine militaire française,1936,34,156
35,AHMC-34-177,M. le Dr Noël Bernard, Les résultats des mesures prophylactiques contre les grandes pandémies mondiales, I. Mémoires originaux. Le choléra dans les colonies françaises.,1936,34,177
42,AHMC-34-215,M. le Dr M, Peltier,Les fièvres de nature indéterminée dans les colonies françaises.,1936,34,215
43,AHMC-34-218,M. le Dr M. Peltier. A, Les fièvres à rapprocher de la fièvre jaune, I. Mémoires originaux. Les fièvres de nature indéterminée dans les colonies françaises.,1936,34,218
48,AHMC-34-235,M. le Dr G, Girard,La peste à Madagascar. Récentes acquisitions tirées des recherches effectuées au cours des trois dernières années. Note présentée à la deuxième conférence sanitaire panafricaine.,1936,34,235
49,AHMC-34-242,"MM. les docteurs G. Saleun, J. Ceccaldi et R", Courbil, I. Mémoires originaux. Enquête sur la lymphogranulomatose subaiguë dans les colonies françaises. I. La lymphogranulomatose bénigne à Brazzaville.,1936,34,242
53,AHMC-34-257,M, le Dr Advier," I. Mémoires originaux. Enquête sur la lymphogranulomatose subaiguë dans les colonies françaises. I. La lymphogranulomatose bénigne à Brazzaville. Par MM. les docteurs G. Saleun, J. Ceccaldi et R. Courbil. Conclusions. II. Enquête sur la lymphogranulomatose subaiguë à la Guadeloupe.",1936,34,257
54,AHMC-34-262,MM, les Drs Montestruc et Bertrand, I. Mémoires originaux. Enquête sur la lymphogranulomatose subaiguë dans les colonies françaises. II. Enquête sur la lymphogranulomatose suraiguë à la Guadeloupe. Par M. le Dr Advier. III. Maladie de Nicolas et Favre et bubon climatique à la Martinique.,1936,34,262
55,AHMC-34-269,M, Cousin, I. Mémoires originaux. Sur la recherche de l'acétone dans le soluté officinal de formaldéhyde.,1936,34,269
56,AHMC-34-275,M, Rivoalen,Étude sur le lait de la région de Majunga.,1936,34,275
57,AHMC-34-280,M, Jacquier,Étude de l'alimentation des indigènes aux établissements français de l'Océanie.,1936,34,280
58,AHMC-34-287,M. Jacquier, Classification des aliments, I. Mémoires originaux. Étude de l'alimentation des indigènes aux établissements français de l'Océanie.,1936,34,287
62,AHMC-34-296,M. le Dr G, Girard,"II. Chronique documentaire. La seconde conférence sanitaire pan africaine (Johannesburg, 20-30 novembre 1935).",1936,34,296
63,AHMC-34-298,M. le Dr G. Girard, Fièvre jaune," II. Chronique documentaire. La seconde conférence sanitaire pan africaine (Johannesburg, 20-30 novembre 1935).",1936,34,298
70,AHMC-34-315,"MM. Gastaud, Cousin et Pluchon"," Dosage d'un mélange de sulfures, sulfites et hyposulfites", II. Chronique documentaire. Analyse quantitative de mélanges salins. Notes de laboratoire.,1936,34,315
91,AHMC-34-352,M. le Dr M, Moulinard, II. Chronique documentaire. Traitement de la bilharziose par l'anthiomaline. Résultats comparés à ceux obtenus avec l'émétine et l'émétique.,1936,34,352
94,AHMC-34-372,M, le Dr Pierre Richet, II. Chronique documentaire. Auto-observation d'un cas de bilharziose vésicale et de son traitement par différents composés stibies.,1936,34,372
95,AHMC-34-384,M, le Dr Farges, II. Chronique documentaire. Sur quelques foyers de bilharzioses en Côte d'Ivoire.,1936,34,384
96,AHMC-34-387,M. le Dr A, Branche,Superstitions et pratiques de médecine indigènes au Kanem (Tchad).,1936,34,387
97,AHMC-34-388,M. le Dr A. Branche. I, De quelques substances d'usage universel, II. Chronique documentaire. Superstitions et pratiques de médecine indigènes au Kanem (Tchad).,1936,34,388
101,AHMC-34-405,M, le Dr Delage,Considération sur 18 cas de tétanos.,1936,34,405
102,AHMC-34-411,MM, les Drs Peuduvallon et Perro,Sur un cas de sciatique droite provoquée par une myosite du muscle iliaque.,1936,34,411
104,AHMC-34-422,,, III. Analyses. Société de médecine militaire française,1936,34,422
106,AHMC-34-433,M. le Dr Le Huludut. I, — Considérations générales, I. Mémoires originaux. La variole à Chandernagor en 1935-1936.,1936,34,433
111,AHMC-34-460,M. le Dr Talec et M, Montglond, I. Mémoires originaux. De l'influence de l'acidité de l'huile d'hydnocarpus wigthiana dans le traitement de la lèpre.,1936,34,460
112,AHMC-34-471,M. P, Dantec,Une réaction de la yohimbine.,1936,34,471
113,AHMC-34-474,M. le Dr G. Ledentu et M. le Dr M, Peltier, II. Chronique documentaire. Les maladies transmissibles observées dans les colonies françaises et territoires sous mandat pendant l'année 1934.,1936,34,474
118,AHMC-34-749,,,Recherches sur la réceptivité des indigènes à la diphtérie,1936,34,749
119,AHMC-34-751,M. F, Guichard,La rotenone. Essai thérapeutique-toxicite.,1936,34,751
120,AHMC-34-755,M. F, Guichard, II. Chronique documentaire. Note sur le gleditschia australis hems.,1936,34,755
121,AHMC-34-756,M. F. Guichard et M, Nguyen Kim Kinh,Dosage des chlorures dans les laits du Tonkin.,1936,34,756
122,AHMC-34-759,M, Cousin, II. Chronique documentaire. Note de laboratoire sur l'analyse des vins secs.,1936,34,759
123,AHMC-34-762,M, Fagon,Note de laboratoire sur le dosage de l'acidité volatile des vins.,1936,34,762
124,AHMC-34-767,M. P, Dantec,Un cas d'intoxication par la yohimbine.,1936,34,767
125,AHMC-34-771,,,III. Analyses. Office international d'hygiène publique,1936,34,771
126,AHMC-34-775,,, III. Analyses. Société de pathologie exotique,1936,34,775
129,AHMC-34-793,P. Huard et J, Meyer May, I. Mémoires originaux. L'infection staphylococcique aux colonies (formes cliniques — traitement).,1936,34,793
135,AHMC-34-939,M. le Dr E.-L, Peyre, I. Mémoires originaux. Le suicide et ses aspects dans les troupes coloniales.,1936,34,939
139,AHMC-34-966,M. le Dr Millous, 1° Thérapeutique appliquée en Équipe,Le traitement de la maladie du sommeil au Cameroun.,1936,34,966
140,AHMC-34-974,M. le Dr Millous. 1° Thérapeutique appliquée en Équipe, 2° Traitement hospitalier, I. Mémoires originaux. Le traitement de la maladie du sommeil au Cameroun.,1936,34,974
141,AHMC-34-995,M. le Dr P. Chesneau et M, Nguyen Huy Soan,II. Chronique documentaire. L'inspection médicale des écoles d'une province du Nord-Annam.,1936,34,995
142,AHMC-34-996,l'inspection médicale des écoles,, II. Chronique documentaire. L'inspection médicale des écoles d'une province du Nord-Annam. Par M. le Dr P. Chesneau et M. Nguyen Huy Soan. I. Le service de l'enseignement comprend dans la province de Thanh-Hoa. II. But poursuivi,1936,34,996
143,AHMC-34-997,l'inspection médicale des écoles. III, Fonctionnement de l'inspection médicale des écoles et résultats obtenus, II. Chronique documentaire. L'inspection médicale des écoles d'une province du Nord-Annam. Par M. le Dr P. Chesneau et M. Nguyen Huy Soan. II. But poursuivi,1936,34,997
144,AHMC-34-101,M. le Dr P. Chesneau et M, Nguyen Huy Soan,6 II. Chronique documentaire. Cuti-réaction à la tuberculine en milieu scolaire dans deux provinces du nord et du sud Annam.,1936,34,101
145,AHMC-34-102,,,La cuti-réaction à la tuberculine chez les jeunes recrues indochinoises incorporées au Tonkin en 1936,1936,34,102
146,AHMC-34-102,M. le Dr F. Borrey. I, Rites et symboles autour de la naissance,Rites et symboles en delta du Sikiang.,1936,34,102
147,AHMC-34-104,M. le Dr F. Borrey. I. Rites et symboles autour de la naissance. II, Rites et symboles autour des maladies et de la mort des nourrissons et des enfants,0 II. Chronique documentaire. Rites et symboles en delta du Sikiang.,1936,34,104
148,AHMC-34-105,M, Cousin,0 II. Chronique documentaire. Notes de laboratoire sur la recherche et le dosage de l'huile d'arachide dans l'huile d'olive en présence d'insaponifiable.,1936,34,105
149,AHMC-34-105,M, Cousin,Appareil simple pour la préparation de la teinture d'iode.,1936,34,105
150,AHMC-34-105,M, Fagon,9 II. Chronique documentaire. Note sur l'acidité volatile des vinaigres.,1936,34,105
152,AHMC-34-107,,,"1 V. Promotions, nominations",1936,34,107
0,AHMC-35-5,M, le Docteur Cartron," I. Mémoires originaux. Le pian et sa répartition dans les colonies françaises. Considérations étiologiques, cliniques, sérologiques, thérapeutiques et prophylactiques.",1937,35,5
2,AHMC-35-24,,,II. Considérations étiologiques (Causes favorisantes),1937,35,24
3,AHMC-35-31,,,III. Considérations cliniques,1937,35,31
4,AHMC-35-48,,,IV. Considérations sérologiques,1937,35,48
5,AHMC-35-54,,,V. Considérations thérapeutiques et prophylactiques,1937,35,54
6,AHMC-35-74,M. le Dr G. J, Stefanopoulo," I. Mémoires originaux. Résultats fournis par l'application du test de séroprotection contre la fièvre jaune, sur les indigènes de l'Afrique Équatoriale française (Juillet 1935-Janvier 1936).",1937,35,74
7,AHMC-35-87,M. V, Dufour,Étude des laits consommés à Dakar,1937,35,87
8,AHMC-35-92,M. V. Dufour, Procédés analytiques, I. Mémoires originaux. Étude des laits consommés à Dakar,1937,35,92
9,AHMC-35-97,,,Résultats analytiques,1937,35,97
11,AHMC-35-136,M, le Dr Guibert,Expériences de transmission de trypanosoma gambiense de cobaye contaminé à cobaye sain par l'intermédiaire de stegomyia fasciata.,1937,35,136
12,AHMC-35-144,M, le Dr Sorel, II. Chronique documentaire. La méningite cérébro-spinale dans les colonies françaises d'Afrique.,1937,35,144
13,AHMC-35-157,M. le Dr P. Huard. I, — Climat, II. Chronique documentaire. Le climat et la pathologie de l'Afrique Orientale italienne.,1937,35,157
14,AHMC-35-160,,,II. Pathologie humaine,1937,35,160
15,AHMC-35-180,,,III. Pathologie vétérinaire,1937,35,180
16,AHMC-35-181,A, Castellani, II. Chronique documentaire. Note sur l'organisation médicale et l'état sanitaire des troupes italiennes durant la guerre éthiopienne.,1937,35,181
17,AHMC-35-186,M. le Dr Le Huludut et M, Ittiacondy, II. Chronique documentaire. Contribution à l'étude des encéphalites aiguës. À propos d'un cas d'encéphalite variolique.,1937,35,186
18,AHMC-35-196,M, le Dr Farges, II. Chronique documentaire. Essais et résultats de diverses posologies dans le traitement des bilharzioses par l'anthiomaline à la Côte d'Ivoire.,1937,35,196
20,AHMC-35-199,,,Essais de posologie,1937,35,199
21,AHMC-35-205,,,En résumé,1937,35,205
22,AHMC-35-210,,,Conclusion,1937,35,210
23,AHMC-35-211,MM. les Docteurs J. Marchat et G, Couzi, II. Chronique documentaire. La bilharziose vésicale au 12e régiment de tirailleurs sénégalais. Stérilisation par l'anthiomaline.,1937,35,211
24,AHMC-35-224,M, le Dr Heckenroth, II. Chronique documentaire. L'aviation sanitaire à Madagascar.,1937,35,224
25,AHMC-35-227,M, le Dr Tournier, II. Chronique documentaire. Les moustiques à la Guyane.,1937,35,227
26,AHMC-35-229,M, Dussaud, II. Chronique documentaire. Note sur les tribus «babingas» du Bas-Oubangui.,1937,35,229
27,AHMC-35-233,MM, Franck Guichard et Nguyen Kim Kinh,Contribution à l'étude toxicologique de l'opium.,1937,35,233
28,AHMC-35-238,MM. Le Dr B," Joyeux, Guichard et Poilane",L'hymenodictyon excelsum velutinum du Tonkin.,1937,35,238
29,AHMC-35-249,M. F, Guichard, II. Chronique documentaire. Contribution à l'étude des canneliers du Tonkin.,1937,35,249
30,AHMC-35-252,MM. E. Cousin et P, Creac'h,Action des générateurs d'oxygène sur la lipase de la graine du ricinus communis.,1937,35,252
31,AHMC-35-261,MM. E. Cousin et P, Creac'h, II. Chronique documentaire. Action des rayons X et des rayons ultra-violets sur la lipase de la graine de ricin.,1937,35,261
32,AHMC-35-265,M. E, Monnier,Note sur le «banh-duc» ou pain de riz.,1937,35,265
33,AHMC-35-269,Otten,,Analyses. Immunisation contre la peste avec vaccin vivant.,1937,35,269
34,AHMC-35-277,"S. S. Sokhey, I. M. S. et le Dr H", Maurice,Sur les pouvoirs relatifs des vaccins antipesteux préparés les uns au moyen de cultures vivantes avirulentes.,1937,35,277
35,AHMC-35-278,,,Extrait du Compte-rendu de la session du Comité permanent de l'Office international d'Hygiène publique,1937,35,278
36,AHMC-35-280,MM, Harry-Platy et René Martin,Vaccination au moyen des cultures pures «in vitro» du virus vaccinal.,1937,35,280
37,AHMC-35-281,R, Van Nitsen,"Le traitement de la Malaria par le Paludex, nouveau dérivé quinoléique.",1937,35,281
38,AHMC-35-282,J. A. Fourche et H, Molighem,Traitement de la trypanosomiase par le tryponarsyl et le 309 Fourneau en mélange.,1937,35,282
39,AHMC-35-283,G. Percher et F, Portois,Note sur l'épidémiologie et la prophylaxie de la Méningite cérébro-spinale au Ruanda-Urundi.,1937,35,283
40,AHMC-35-284,E, Lepinay,Essais de préservation de la syphilis par bismutho-prévention.,1937,35,284
41,AHMC-35-285,E. Marchoux et V, Chorine,La sensibilité au virus lépreux n'est pas plus grande chez les jeunes que chez les adultes.,1937,35,285
44,AHMC-35-305,M. le Dr J, Robic, I. Mémoires originaux. Les caractéristiques de la peste à Madagascar.,1937,35,305
46,AHMC-35-308,,,Peste pulmonaire — Conditions d'apparition et fréquence,1937,35,308
48,AHMC-35-318,,,Épidémiologie,1937,35,318
49,AHMC-35-320,,,Léthalité,1937,35,320
50,AHMC-35-322,,,Moyens employés avec succès pour circonscrire et éteindre les foyers de peste,1937,35,322
