	Unnamed: 0	cote	article_id	chapitre	revue_annee	page	article_description	article_section
11731	30268	90156x1894x62	AMN-1894-77	Clinique. Observation sur deux cas de variole recueillie à Saïgon. Par le Dr Placide Dubois	1894	77	 / Variétés. / Statistique médicale de la marine japonaise pour l'année 1892	article
11753	30295	90156x1894x62	AMN-1894-104	Interventions sur la colonne vertébrale trépan-tire-fond (deuxième mémoire). Par le Dr Auffret	1894	104	 / Traumatisme par coup de feu de la deuxième vertèbre cervicale	article
11754	30301	90156x1894x62	AMN-1894-110	I. L'état du sang sous les tropiques. II. La quantité des matériaux albuminoïdes nécessaires aux habitants des tropiques et remarques sur l'influence des climats tropicaux sur les échanges organiques et la calorification. III. Contribution à l'étude des échanges organiques chez les habitants des tropiques. Par le Dr C. Eijkman	1894	110	 (Batavia). / Compte rendu. Par le Dr Gros... / I	article
11758	30317	90156x1894x62	AMN-1894-126	Notes thérapeutiques sur le chlorate de soude. Par le Dr Barrat	1894	126	 / Observ. I	article
11763	30324	90156x1894x62	AMN-1894-133	L'hygiène publique à Haiphong. Par le Dr Simon	1894	133	 L'eau. / Éloignement des immondices	article
11773	30334	90156x1894x62	AMN-1894-143	Des inflammations du caecum et de ses annexes. Par le Dr Couteaud	1894	143		article
11780	30348	90156x1894x62	AMN-1894-157	Clinique. Gangrène paludique survenue à l'occasion d'une ostéotomie. Par le Dr Fontan	1894	157	 / Variétés. / Voiture-brancard d'ambulance pour secourir les blessés sur le champ de bataille. (1er prix à l'Exposition internationale de la Croix Rouge italienne.)	article
11782	30352	90156x1894x62	AMN-1894-161	Contribution à l'étude de la contagiosité de la lèpre, apparition et extension de cette maladie en Nouvelle-Calédonie. Par le Dr Grall	1894	161	 / Remarques préliminaires. / Travaux antérieurs. / But recherché par l'auteur	article
11807	30381	90156x1894x62	AMN-1894-190	Extrait du règlement sur le service de santé de la marine allemande pendant le combat à bord et à terre. Traduit par le Dr Ehrmann, 	1894	190	 Dispositions de combat. / 56. Renforcement du personnel. / a. Brancardiers. / b. Brancardiers auxiliaires	article
11824	30403	90156x1894x62	AMN-1894-212	Contribution à la géographie médicale (Division navale de l'océan Pacifique.). Renseignements recueillis pendant la campagne du Champlain (1890-1891-1892). Par le Dr H. Hervé	1894	212	 Uvea (Archipel Wallis). Flore. Faune. Commerce. / Population	article
11837	30419	90156x1894x62	AMN-1894-228	Expériences thérapeutiques sur la lèpre. Faites à Pondichéry par le Dr Gallay	1894	228	 / Chlorate de potasse. / Observ. I	article
11842	30432	90156x1894x62	AMN-1894-241	La tuberculose dans la flotte. Étude faite au port de Toulon, par le docteur Talairach	1894	241		article
11843	30447	90156x1894x62	AMN-1894-256	La peste bubonique à Hong-Kong. Par le docteur Yersin	1894	256		article
11845	30456	90156x1894x62	AMN-1894-264	Les moyens les plus pratiques de prophylaxie. Des maladies d'infection à bord des navires de guerre. Par le Dr L.-E. Bertrand	1894	264	 / I. - Prophylaxie générale	article
11855	30480	90156x1894x62	AMN-1894-288	Contribution à l'étude de la contagiosité de la lèpre, apparition et extension de cette maladie en Nouvelle Calédonie (Suite.). Par le docteur Grall	1894	288	 / Transmission de la maladie aux européens	article
11875	30503	90156x1894x62	AMN-1894-311	Variétés. / Expédition scientifique Kruse-Pasquale pour l'étude de la dysenterie et de l'abcès du foie en Égypte. Relation par le Dr A. Pasquale	1894	311		article
11896	30537	90156x1894x62	AMN-1894-345	Contribution à l'étude de la contagiosité de la lèpre, apparition et extension de cette maladie en Nouvelle-Calédonie. (Suite et fin.). Par le docteur Grall	1894	345	 Prophylaxie de la maladie. / Période d'abstention	article
11903	30552	90156x1894x62	AMN-1894-360	Du liseré et de plaques plombiques. Par le docteur F. Guyot	1894	360	 / Index bibliographique	article
11905	30563	90156x1894x62	AMN-1894-371	Notes de médecine et d'hygiène sur les Nouvelles-Hébrides. Par le D. Davillé	1894	371	 / Notes ethnographiques sur Porto-Novo recueillies en 1889. Par le Docteur Marchoux, ... / Situation	article
11906	30564	90156x1894x62	AMN-1894-372	Notes ethnographiques sur Porto-Novo recueillies en 1889. Par le Docteur Marchoux, 	1894	372	 Situation. / Constitution géologique. / Porto-Novo	article
11915	30577	90156x1894x62	AMN-1894-385	Vanillisme. Par le Docteur Paul Guérin	1894	385	 / Cueillette. / Séchage. / Malaxation	article
11923	30587	90156x1894x62	AMN-1894-395	Séparation et dosage de l'étain et de l'antimoine dans un alliage. Par M. Mengin	1894	395	 Note sur un cas de Vomito Negro. Par le Dr le Dantec... (Travail du laboratoire du professeur Coÿne, Bordeaux.)	article
11925	30593	90156x1894x62	AMN-1894-401	Le poste et l'ambulance de Tuyen-Quang. Par le docteur Simon	1894	401		article
11932	30622	90156x1894x62	AMN-1894-430	Le chauffage des logements des navires. Par le Dr Burot	1894	430	 / Opinion de l'escadre de la Méditerranée	article
11942	30640	90156x1894x62	AMN-1894-448	Étude bactériologique sur le « Pied de Madura » du Sénégal (Variété truffoïde). Par le Dr le Dantec	1894	448	 (Travail du laboratoire du professeur Coÿne, Bordeaux). I. / II. - Observation	article
11946	30648	90156x1894x62	AMN-1894-456	Relation d'un cas d'infection rapide par le pneumocoque de Talamon. Par le docteur Casanova	1894	456	 / Autopsie	article
11948	30652	90156x1894x62	AMN-1894-460	Quelques remarques sur les filtres chamberland en usage dans la colonne expéditionnaire du Dahomey (1892). Par M. Molinier	1894	460	 / Type n° 1	article
11952	30663	90156x1894x62	AMN-1894-471	Variétés. Médecins de la marine chilienne. [Dr H. Hervé.]. / Médecins de la marine chinoise. / Médecins de la marine danoise	1894	471		article
11956	30674	90156x1895x63	AMN-1895-5	Le poste et l'ambulance de Tuyen-Quang. (Suite et fin). Par le docteur Simon	1895	5	 / L'ambulance. / Les constructions	article
11968	30695	90156x1895x63	AMN-1895-26	Notes sur une affection désignée dans la boucle du Niger et le pays de Kong sous les noms de Goundou et Anakhré (Gros nez). Par le Docteur Maclaud	1895	26	 / Observation n° I	article
11975	30702	90156x1895x63	AMN-1895-33	La désinfection des locaux. Sublimé. / Acide phénique	1895	33		article
11976	30703	90156x1895x63	AMN-1895-34	La désinfection des locaux. Acide phénique. / Lysol, crésyl. / Chlorure de chaux	1895	34		article
11977	30705	90156x1895x63	AMN-1895-36	Rapport sur une campagne de vaccine au Sénégal. (Février-juin 1893). Par le docteur Rigollet	1895	36	 / Historique sommaire de la variole et de la vaccine au Sénégal	article
11980	30713	90156x1895x63	AMN-1895-44	Étude bactériologique de la diphtérie, par M. J. Robert	1895	44	 / Caractères généraux de la maladie	article
11995	30732	90156x1895x63	AMN-1895-63	Quelques observations de blessures par les armes de petit calibre, par le docteur Marchadour	1895	63	 / A. - Blessure de guerre sans lésion directe du système osseux. / Trois observations, deux de Winchester et une de Mannlicher	article
12004	30750	90156x1895x63	AMN-1895-81	Transport et transmission des blessés maritimes principes qui y président. Appareil rigide - Généralisation du procédé, par le Dr Auffret	1895	81		article
12016	30774	90156x1895x63	AMN-1895-105	Société de l'hôpital St-Jean en Angleterre (St John hospital association). Association Samaritaine Allemande (Deutscher Samariter Verein), par le Dr Bonain	1895	105	 A. - Société de l'hôpital Saint-Jean, en Angleterre. / B. Association Samaritaine Allemande (Deutscher Samariter Verein)	article
12018	30780	90156x1895x63	AMN-1895-111	Ste-Marie de Madagascar et ses matelos malgaches. Par le Dr Barthélemy P	1895	111	 / Situation et aspect de Sainte-Marie	article
12023	30789	90156x1895x63	AMN-1895-120	Description d'un cadre suspendu pour le transport des malades aux colonies. Par le Dr Hébrard	1895	120		article
12028	30795	90156x1895x63	AMN-1895-126	Les vaccinations antirabiques pratiquées à Saigon du 1er mai 1893 au 1er mai 1894. Par le Dr J. Pineau	1895	126	 / Décès. / Observation n° 120	article
12035	30804	90156x1895x63	AMN-1895-135	Béribéri en Nouvelle-Calédonie. Par MM. Grall	1895	135	 Porée... Vincent... Considérations préliminaires. / Première épidémie observée chez les Annamites	article
12042	30817	90156x1895x63	AMN-1895-148	Causes qui ont influé sur l'état sanitaire des troupes de la marine stationnées à Diégo-Suarez. Par le Dr Chabanne	1895	148	 / Variétés. / Médecins de la marine Espagnole	article
12045	30830	90156x1895x63	AMN-1895-161	Transport et transmission des blessés maritimes principes qui y président appareil rigide - Géneralisation du procédé, par le Dr Auffret	1895	161	 Suite. / II. Appareils de fortune	article
12058	30849	90156x1895x63	AMN-1895-180	La confrérie de la miséricordia aux colonies portugaises. Visite du croiseur tromp de la marine royale Néerlandaises à la ville de Bahia. Par le docteur J.-A. Portengen	1895	180		article
12074	30876	90156x1895x63	AMN-1895-207	De la vaccine en Cochinchine. Nouveau procédé de vaccination à l'usage des médecins des colonies. Par le docteur J.-C. Baurac	1895	207	 / Vaccinostyle à piston	article
12078	30882	90156x1895x63	AMN-1895-213	Méthode suivie au laboratoire de Brest pour l'analyse du bronze blanc et du métal anti-friction. Par M. Rigal	1895	213		article
12087	30894	90156x1895x63	AMN-1895-225	Clinique. Corps étranger de la vessie. Observation recueillie dans le service des blessés à l'hôpital de la marine de Lorient. Par le docteur Mercier	1895	225	 Observation. / Réflexions. / A. Prophylaxie	article
12090	30897	90156x1895x63	AMN-1895-228	Clinique d'outre-mer. / Désarticulation tibio-tarsienne du pied droit nécessitée par une ulcération gangréneuse de la plante du pied consécutive à des chiques. Par le docteur Paul Cordier	1895	228		article
12091	30899	90156x1895x63	AMN-1895-230	Clinique d'outre-mer. Désarticulation tibio-tarsienne du pied droit nécessitée par une ulcération gangréneuse de la plante du pied consécutive à des chiques. Par le docteur Paul Cordier	1895	230	 / Traitement des hémorrhoïde par l'insufflation. Par le docteur Palasne de champeaux..	article
12092	30900	90156x1895x63	AMN-1895-231	Traitement des hémorrhoïde par l'insufflation. Par le docteur Palasne de champeaux	1895	231	 / Variétés. / Médecins de la marine des États-Unis	article
12097	30910	90156x1895x63	AMN-1895-241	Service des blessés pendant le combat. Par le Dr Fontorbe	1895	241		article
12100	30922	90156x1895x63	AMN-1895-253	Note sur une streptothricée parasite (streptothrix aurea). Par le Docteur du Bois Saint-Sévrin	1895	253	 / I. / Observation. / II. Recherches bactériologiques	article
12123	30960	90156x1895x63	AMN-1895-290	Fracture du crâne - Trépanation. Par le Dr Delisle	1895	290	 / Observation de paludisme chronique compliqué de phlébite et d'aortite. Par le Dr Chastang..	article
12124	30962	90156x1895x63	AMN-1895-292	Observation de paludisme chronique compliqué de phlébite et d'aortite. Par le Dr Chastang	1895	292	 / Note sur l'emploi de « l'araroba » dans le traitement des maladies de la peau. Par le Dr Astius Castellan..	article
12125	30963	90156x1895x63	AMN-1895-293	Note sur l'emploi de « l'araroba » dans le traitement des maladies de la peau. Par le Dr Astius Castellan	1895	293	 / Observation I	article
12128	30967	90156x1895x63	AMN-1895-297	Du café dans la hernie étranglée et l'occlusion intestinale. Par le Docteur Paul Guérin	1895	297	 Historique. / Observation I (personnelle)	article
12137	30979	90156x1895x63	AMN-1895-309	Du tannin dans les fièvres paludéennes rebelles à la quinine. Par le Dr P. Alix	1895	309	 / Analyse des écorces de quinquina. Par M. Durand..	article
12138	30980	90156x1895x63	AMN-1895-310	Analyse des écorces de quinquina. Par M. Durand	1895	310	 / Analyse de l'extrait de quinquina. - Procédé prollins modifié. / Variétés. / Médecins de la marine hellénique	article
12139	30981	90156x1895x63	AMN-1895-311	Variétés. Médecins de la marine hellénique. [Dr Vincent.]. / Médecins de la marine Néerlandaise	1895	311		article
12144	30991	90156x1895x63	AMN-1895-321	Rapport médical d'inspection général (1894) sur le 1er régiment de tirailleurs tonkinois. Par le Dr Fruitet	1895	321	 / Exposition de l'état sanitaire du corps depuis la dernière inspection générale. / 1° L'effectif moyen du corps ?	article
12152	31011	90156x1895x63	AMN-1895-341	Un cas de fièvre bilieuse hématurique observé à Conakry (Guinée Française). Par le Dr Maclaud	1895	341	 / Note sur la sangsue des bois de Cochinchine haemadipsa Japonica (Whitman) variété sexpunctata (Giard). Par le Dr Fineau..	article
12153	31016	90156x1895x63	AMN-1895-346	Note sur la sangsue des bois de Cochinchine haemadipsa Japonica (Whitman) variété sexpunctata (Giard). Par le Dr Fineau	1895	346	 / Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. / Sangsue terrestre	article
12154	31017	90156x1895x63	AMN-1895-347	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. Sangsue terrestre. / Haemadipsa, Tennent (1861). Haemadipsa, Tennent (1861) ; Haemopis, Schmarda (1861) ; Chtonobdella. Grube (1865-1868)	1895	347		article
12155	31019	90156x1895x63	AMN-1895-349	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. / Haemadipsa Japinica, nov. sp. Diagnose. / 96 anneaux. / Orifices génitaux	1895	349		article
12156	31020	90156x1895x63	AMN-1895-350	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. Haemadipsa Japinica, nov. sp. Diagnose. Orifices génitaux. / Papilles segmentaires	1895	350		article
12157	31021	90156x1895x63	AMN-1895-351	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. Haemadipsa Japinica, nov. sp. Diagnose. Orifices génitaux. Papilles segmentaires. / Couleur	1895	351		article
12158	31022	90156x1895x63	AMN-1895-352	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. Haemadipsa Japinica, nov. sp. Diagnose. Orifices génitaux. Couleur. / Habitat. / Moeurs	1895	352		article
12159	31024	90156x1895x63	AMN-1895-354	Extrait du mémoire de Whitman sur les sangsues au Japon paru dans Quarterly Journal of Microscopical science. Haemadipsa Japinica, nov. sp. Diagnose. Orifices génitaux. Moeurs. / Haemadipsa Japonica, Whitman, variété sexpunctata, Giard	1895	354		article
12160	31026	90156x1895x63	AMN-1895-356	L'essence des mélaleuques. Considéré comme un auxiliaire du système physiologique de défense dans le traitement des maladies microbiennes vulgaires de l'appareil respiratoire, telles que le coryza et la bronchite chronique. Par le Dr F. Forné	1895	356		article
12162	31031	90156x1895x63	AMN-1895-361	Neutralisation des huiles végétales et en particulier de l'huile d'olive. Par M. Rouhaud	1895	361	 1° Dosage des acides gras libres de l'huile d'olive. - Procédé carpentin. - Oléo-acidimètre	article
12165	31039	90156x1895x63	AMN-1895-369	Désinfection des matières fécales analyse du mémoire du docteur Vincent, 	1895	369	 Par le Dr Marchoux... Dosage de l'oxyde de zinc dans le Zinc. Par M. Lalande..	article
12166	31041	90156x1895x63	AMN-1895-371	Dosage de l'oxyde de zinc dans le Zinc. Par M. Lalande	1895	371	 Hôpitaux américains. Par le Dr Breton..	article
12167	31044	90156x1895x63	AMN-1895-374	Hôpitaux américains. Par le Dr Breton	1895	374	 / Un coup de chaleur dans la mer rouge. Par le Dr Vantalon..	article
12168	31047	90156x1895x63	AMN-1895-377	Un coup de chaleur dans la mer rouge. Par le Dr Vantalon	1895	377	 / Variétés. / Médecins de la marine italienne	article
12169	31052	90156x1895x63	AMN-1895-382	Variétés. Médecins de la marine italienne. [Dr G. Petella.]. / Congrès médical de l'Inde. Section de médecine légale (26 déc. 1894)	1895	382		article
12170	31054	90156x1895x63	AMN-1895-384	Variétés. Congrès médical de l'Inde. Section de médecine légale (26 déc. 1894). [D. Gros.]. / Pertes de la flotte Japonaise dans la bataille de Ya-Lu le 17 septembre 1894	1895	384		article
12174	31071	90156x1895x63	AMN-1895-401	Rapport médical d'inspection général (1894), sur le 1er régiment de tirailleurs Tonkinois. Par le Dr Fuitet	1895	401	 (Suite.). / Poste de Cai-Vong	article
12187	31095	90156x1895x63	AMN-1895-425	Contribution à l'étude des venins, des toxines et des sérums antitoxiques. Par M. le Dr A. Calmette	1895	425	 (Travail du laboratoire de M. Roux, à l'institut Pasteur.)	article
12205	31124	90156x1895x63	AMN-1895-454	Notes médicales sur la guerre Sino-Japonaise. Par le Dr Delisle 	1895	454	 / 1° Personnel médical et infirmier	article
12209	31139	90156x1895x63	AMN-1895-469	Variétés. Médecins de la marine portugaise. [Picard.]. / Médecins de la marine de la république Argentine	1895	469		article
12216	31154	90156x1895x64	AMN-1895-5	Rapport médical d'inspection générale (1894), sur le 1er régiment du tirailleurs Tonkinois. Par le Dr Fruitet	1895	5	 (Suite.). / 5. Influence exercée par les marches, les exercices, le gymnase, le tir à la cible, les expéditions et les combats	article
12227	31175	90156x1895x64	AMN-1895-26	Notes d'histoire naturelle et médicale recueillies à Long-Tchéou (Chine) pendant les années 1892, 1893 et 1894. Par le Dr Simond	1895	26	 Géographie et géologie. / Flore	article
12239	31198	90156x1895x64	AMN-1895-49	Notes succinctes sur une épizootie des buffles, sur la typho-malarienne et la bilieuse hématurique recueillies pendant le cours d'une mission. Par le Dr Yersin	1895	49		article
12241	31202	90156x1895x64	AMN-1895-53	Observations de morsures d'hyènes recueillies à Nioro (Soudan Français). Par le Dr Suard	1895	53	 Observation. I. / Observation. II	article
12243	31205	90156x1895x64	AMN-1895-56	Insuffisance des remèdes antiseptiques dans les postes militaires dépourvus de médecin aux colonies. Par le docteur Sadoul	1895	56	 / Relation d'un cas de corps étranger dans le corps vitré. Par le Dr E. Sollaud..	article
12244	31209	90156x1895x64	AMN-1895-60	Relation d'un cas de corps étranger dans le corps vitré. Par le Dr E. Sollaud	1895	60	 / Clinique d'Outre-Mer. Coup de feu par révolver à la face. Observation recueillie à Shimonoseki. Par le Dr Depasse..	article
12245	31211	90156x1895x64	AMN-1895-62	Clinique d'Outre-Mer. Coup de feu par révolver à la face. Observation recueillie à Shimonoseki. Par le Dr Depasse	1895	62	 / Variétés. / Les médecins de la marine impériale Russe	article
12250	31230	90156x1895x64	AMN-1895-81	Rapport médical d'inspection générale (1894) sur le 1er régiment de tirailleurs Tonkinois. Par le Dr Fruitet	1895	81	 (Suite et fin.). / 2. Matériel d'ambulance	article
12274	31270	90156x1895x64	AMN-1895-121	Topographie médicale de Majunga. Par le Dr Quennec	1895	121		article
12284	31282	90156x1895x64	AMN-1895-133	Fièvres rémittentes observées dans le Mékong en 1893 et 1894. Par le docteur De Biran	1895	133	 / Traitement	article
12285	31284	90156x1895x64	AMN-1895-135	Principe Actif du M'boundou. Par MM. Gautret et Lautier	1895	135		article
12287	31288	90156x1895x64	AMN-1895-139	Le traitement des morsures de serpents par les injections de strychnine (méthode de Mueller). Par le Dr Gros	1895	139	 / Traitement de la fièvre jaune. Par le Dr Ch. Morin... / Le symptôme dominant de la fièvre jaune est une paralysie des centres nerveux vaso-moteurs	article
12288	31289	90156x1895x64	AMN-1895-140	Traitement de la fièvre jaune. Par le Dr Ch. Morin	1895	140	 / Le phénomène pathologique dominant de la fièvre jaune est donc bien une paralysie des centres nerveux vaso-moteurs sous l'influence de l'infectieux amaril. / Incubation. / Début. / 1er Stade	article
12291	31294	90156x1895x64	AMN-1895-145	Variétés. / Congrès médical de l'Inde tenu à Calcutta le 24 décembre 1894	1895	145		article
12292	31300	90156x1895x64	AMN-1895-151	Variétés. Congrès médical de l'Inde tenu à Calcutta le 24 décembre 1894. [Dr Gros.]. / Médecins de la marine norvégienne	1895	151		article
12293	31301	90156x1895x64	AMN-1895-152	Variétés. Médecins de la marine norvégienne. [Dr Bonain.]. / Médecins de la marine suédoise. [Dr Bonain.]. / Médecins de la marine ottomane	1895	152		article
12295	31310	90156x1895x64	AMN-1895-161	Le suif de boeuf. Considérations sur les corps gras. Par M. Vignoli	1895	161	 / Première partie	article
12311	31328	90156x1895x64	AMN-1895-179	Histoire médicale du poste de Dogba (Dahomey) du 20 décembre 1892 au 20 mars 1893, et de la colonne 1893-1894. Par le docteur L. Huot	1895	179	 / 1° La période d'occupation. / 2° La période des opérations militaires de tout le corps expéditionnaire. / Première partie. / I. - Description du poste de Dogba	article
12324	31360	90156x1895x64	AMN-1895-211	Notes pour servir aux médecins-majors des transports de l'Indo-Chine. Par le Dr Amouretti	1895	211	 / 1. - Toulon pendant l'armement avant le départ	article
12338	31379	90156x1895x64	AMN-1895-230	Note sur la fièvre typho-malarienne et ses relations avec la fièvre typhoïde. Par le Dr Maget	1895	230	 / Un cornet à chloroforme, métallique stérilisable. Par le docteur Fontan..	article
12339	31381	90156x1895x64	AMN-1895-232	Un cornet à chloroforme, métallique stérilisable. Par le docteur Fontan	1895	232	 / Clinique. Une cure d'anus artificiel. Par le Dr Couteaud... / Opération	article
12340	31382	90156x1895x64	AMN-1895-233	Clinique. Une cure d'anus artificiel. Par le Dr Couteaud	1895	233	 Opération. / Suites. / Réflexions	article
12343	31390	90156x1895x64	AMN-1895-241	Vie et travaux du directeur Barthélemy. Par le Docteur Brassac	1895	241		article
12364	31416	90156x1895x64	AMN-1895-267	La fabrication des alcools de riz en Extrême-Orient. Étude biologique et physiologique de la levure chinoise et du koji japonais. Par le docteur A. Calmette	1895	267	 / II. Travail des grains. - Calcul du rendement en alcool	article
12368	31428	90156x1895x64	AMN-1895-279	Documents médicaux sur la guerre Sino-Japonaise. Par le Dr Jourdan	1895	279	 I. Hôpital maritime de Sasebo. / II. Secours aux blessés à bord pendant le combat	article
12373	31443	90156x1895x64	AMN-1895-294	Des pratiques musulmanes de variolisation comme causes des épidémies annuelles de variole au Sénégal. Par le Docteur Sérez	1895	294	 / Centres de vaccination. - missions de vaccine. / Mission de la Casamance (Dr Lairac)	article
12377	31448	90156x1895x64	AMN-1895-299	Observations relatives à une insolation et à six coups de chaleur. Par le Docteur Alix	1895	299	 1° Insolation. / 2° Coup de chaleur. / 3° Cinq autres coups de chaleur. / Traitement	article
12378	31449	90156x1895x64	AMN-1895-300	Note sur le fonctionnement du service de santé en campagne des troupes de la marine stationnées aux colonies. Par le Dr Sadoul	1895	300		article
12384	31460	90156x1895x64	AMN-1895-311	Clinique. Relation d'un cas de maladie de Thompsen observée sur un soldat d'infanterie de marine. Par le Docteur Jan	1895	311	 / Variétés. / Statistique médicale de la marine anglaise pour 1893	article
12389	31470	90156x1895x64	AMN-1895-321	Notes pour servir à l'étude du paludisme dans les pays chauds. Par le Dr Maget	1895	321		article
12396	31491	90156x1895x64	AMN-1895-342	Hygiène des pêcheurs. L'huile à filets et ses inconvénients. Par le Dr F. Gorron	1895	342	 / La fabrication des alcools de riz en Extrême-Orient. Étude biologique et physiologique de la levure chinoise et du koji japonais. Par le docteur A. Calmette... Suite et Fin. / V. Étude biologique et physiologique du ferment saccharifiant de la levure chinoise	article
12405	31520	90156x1895x64	AMN-1895-371	Traitement de la filaire de Médine par les injections de sublimé à 1 pour 1000 (Procédé du Docteur Emily). Par le Dr Blin	1895	371	 / Conclusions	article
12406	31523	90156x1895x64	AMN-1895-374	Île de la Réunion comme sanatorium. Par le Dr Burot	1895	374		article
12407	31525	90156x1895x64	AMN-1895-376	Le chone ou cerbera manghas Calédonien. Par le Dr Prat-Flottes	1895	376		article
12409	31532	90156x1895x64	AMN-1895-383	Hygiène des équipages et l'actinomyces bovis. Par le Dr Du Bois Saint-Sevrin	1895	383	 / Clinique d'Outre-Mer. Un cas de Lucilia homini vorax observé à la Guyane. 315 larves extraites des fosses nasales (guérison). Par le Dr Jourdran..	article
12410	31535	90156x1895x64	AMN-1895-386	Clinique d'Outre-Mer. Un cas de Lucilia homini vorax observé à la Guyane. 315 larves extraites des fosses nasales (guérison). Par le Dr Jourdran	1895	386	 / Variétés. / Médecins coloniaux anglais	article
12417	31550	90156x1895x64	AMN-1895-401	Postes et passages des blessés à bord. Par le Dr Roussel	1895	401		article
12419	31560	90156x1895x64	AMN-1895-411	Étude bactériologique de la variole. Par le Dr Le Dantec	1895	411	 / I	article
12427	31576	90156x1895x64	AMN-1895-427	Notice sur la fièvre bilieuse hémoglobinurique et sur son traitement par le chloroforme. Par le Dr Quennec	1895	427	 / Le serpent cracheur de la cote occidentale d'Afrique. Par M. Bavay..	article
12428	31578	90156x1895x64	AMN-1895-429	Le serpent cracheur de la cote occidentale d'Afrique. Par M. Bavay	1895	429	 / Une épidémie de grippe à bord de « L'Alger ». Par le Docteur Mercié..	article
12429	31582	90156x1895x64	AMN-1895-433	Une épidémie de grippe à bord de « L'Alger ». Par le Docteur Mercié	1895	433	 / Étiologie	article
12433	31594	90156x1895x64	AMN-1895-445	Clinique. / Lipome chez un malgache. Par le Docteur Alix	1895	445		article
12434	31595	90156x1895x64	AMN-1895-446	Clinique. Lipome chez un malgache. Par le Docteur Alix	1895	446	 / Clinique d'Outre-Mer. / Observations de fièvre bilieuse hémoglobinurique recueillies à Grand-Bassam (Côte d'Ivoire). Par le Dr Hébrard... / Observation I	article
12435	31598	90156x1895x64	AMN-1895-449	Clinique d'Outre-Mer. Observations de fièvre bilieuse hémoglobinurique recueillies à Grand-Bassam (Côte d'Ivoire). Par le Dr Hébrard	1895	449	 Observation I. / Observation II	article
12437	31605	90156x1895x64	AMN-1895-456	Variétés. / De l'emploi comme greffe du feuillet interne de la membrane coquillière de l'oeuf de poule, par le Dr Amat, 	1895	456	 (Archives de médecine et de pharmacie militaires, mars 1895.). / Nouvelles notions sur la trichophytie. / A. - Teigne tondante	article
12438	31606	90156x1895x64	AMN-1895-457	Nouvelles notions sur la trichophytie. A. - Teigne tondante. / 1° Tondante à petites spores	1895	457		article
12439	31607	90156x1895x64	AMN-1895-458	Nouvelles notions sur la trichophytie. A. - Teigne tondante. 1° Tondante à petites spores. / 2° Tondante à grosses spores	1895	458		article
12440	31608	90156x1895x64	AMN-1895-459	Nouvelles notions sur la trichophytie. A. - Teigne tondante. / B. - Trichophyties de la barbe	1895	459		article
12441	31609	90156x1895x64	AMN-1895-460	Nouvelles notions sur la trichophytie. B. - Trichophyties de la barbe. / C. - Trichophyties circinées de la peau glabre. / D. - Traitement des trichophyties	1895	460		article
12453	31632	90156x1896x65	AMN-1896-5	Rapport d'ensemble concernant le service médical des colonnes du Haut-Song-Cau. Par le Dr Fruitet	1896	5	 Titre Ier	article
12470	31661	90156x1896x65	AMN-1896-34	Pêcheurs de Terre-Neuve. Par le Dr Cazeau	1896	34	 / I. - Établissements à terre (French shore). / Valeur hygiénique des habitations	article
12477	31674	90156x1896x65	AMN-1896-47	Fistule frontale datant de cinq ans consécutive à une fracture du crâne. Trépanation du sinus frontal. - Guérison. Observation recueillie à l'hôpital de la relégation de Saint-Jean du Maroni (Guyane). Par le docteur Jourdran	1896	47	 / Antécédents personnels	article
12479	31678	90156x1896x65	AMN-1896-51	Rapport médical sur la colonne dirigée contre Bossi (Soudan français) du 15 juin au 20 juillet 1894. Par le Dr Manin	1896	51	 Préliminaires. / Effectif de la colonne. / Approvisionnements, tenue des hommes, etc	article
12482	31698	90156x1896x65	AMN-1896-71	Résumé des nombreux articles de « l'Indian Medical Gazette » au sujet des inoculations de Haffkine dans l'Inde contre le choléra. Par le Dr Neiret	1896	71	 / Variétés. / Note sur l'organisation de l'expédition contre les Ashantis	article
12483	31700	90156x1896x65	AMN-1896-73	Variétés. Note sur l'organisation de l'expédition contre les Ashantis. / Les vaccinations anticholériques dans l'Inde (Lancet, p. 999, t. II, 1895)	1896	73		article
12486	31708	90156x1896x65	AMN-1896-81	Aperçu sur les principales apparitions de la peste depuis les dix dernières années (de 1886 à 1895). Par le Dr Mahé	1896	81	 / I. Épidémies de peste dans l'empire Ottoman, de 1886 à 1895. / A. - La peste de l'Irak-Arabi ou ancienne Babylonie	article
12490	31729	90156x1896x65	AMN-1896-102	Du paquet de pansement individuel dans l'armée coloniale. Par le Dr A. Valence	1896	102		article
12492	31743	90156x1896x65	AMN-1896-116	Quelques critiques sur la méthode d'Haffkine. Par le Dr Marchoux	1896	116	 / Sur un cas de pouls lent permanent (maladie de Stokes-Adams). Par le Dr Paul Guérin..	article
